,Season,Month,Year,Date,Pressure,Longitude,Latitude
83,SON,11,1986,11/1986,1020.715451,331.4185861,33.96657216
84,DJF,12,1986,12/1986,1021.656504,336.8990262,32.51536025
85,DJF,1,1987,1/1987,1017.907328,338.3689058,29.89577017
86,DJF,2,1987,2/1987,1017.886792,334.931159,28.80875441
87,MAM,3,1987,3/1987,1016.853929,335.9033528,35.42701659
88,MAM,4,1987,4/1987,1017.746584,327.5935631,34.49450765
89,MAM,5,1987,5/1987,1018.936559,324.3526066,36.63979475
90,JJA,6,1987,6/1987,1019.492696,325.3263588,32.53838022
91,JJA,7,1987,7/1987,1019.33344,323.9802607,34.13599026
92,JJA,8,1987,8/1987,1017.518286,323.7833474,32.97776294
93,SON,9,1987,9/1987,1017.296465,327.6496134,33.39602052
94,SON,10,1987,10/1987,1018.379174,322.9014986,34.61036983
95,SON,11,1987,11/1987,1017.734971,329.3741299,35.34851368
96,DJF,12,1987,12/1987,1018.554093,338.4420098,29.69995688
97,DJF,1,1988,1/1988,1020.909115,327.5535532,30.95467525
98,DJF,2,1988,2/1988,1019.197955,326.9764294,34.76996442
99,MAM,3,1988,3/1988,1019.105601,330.3701094,32.84040131
100,MAM,4,1988,4/1988,1017.036699,326.7290974,28.80876397
101,MAM,5,1988,5/1988,1018.873619,318.2996483,31.92236167
102,JJA,6,1988,6/1988,1020.291386,323.3524013,34.25582752
103,JJA,7,1988,7/1988,1020.326452,319.9979346,33.88356302
104,JJA,8,1988,8/1988,1018.311472,319.8424768,33.45383562
105,SON,9,1988,9/1988,1018.303142,329.5008967,35.56604049
106,SON,10,1988,10/1988,1017.496047,323.7090911,34.33684612
107,SON,11,1988,11/1988,1017.469304,332.2008945,32.83413714
108,DJF,12,1988,12/1988,1020.709079,338.9600977,34.43332378
109,DJF,1,1989,1/1989,1023.582983,338.069167,33.80954342
110,DJF,2,1989,2/1989,1022.427765,330.2181398,32.98866942
111,MAM,3,1989,3/1989,1019.740288,322.197986,33.30410786
112,MAM,4,1989,4/1989,1019.637895,320.3364063,30.8953218
113,MAM,5,1989,5/1989,1019.004109,323.0728847,35.21293883
114,JJA,6,1989,6/1989,1019.022572,323.4375374,33.84292591
115,JJA,7,1989,7/1989,1020.595652,324.0243374,35.1293808
116,JJA,8,1989,8/1989,1018.379668,321.7852035,34.57282906
117,SON,9,1989,9/1989,1018.254109,324.0779464,36.75729914
118,SON,10,1989,10/1989,1017.914194,331.6406441,35.33274067
119,SON,11,1989,11/1989,1016.919297,325.6936163,31.73626871
120,DJF,12,1989,12/1989,1017.301692,332.0349402,27.28398899
121,DJF,1,1990,1/1990,1022.582511,333.3642372,32.1776193
122,DJF,2,1990,2/1990,1020.665698,332.2601441,31.4006287
123,MAM,3,1990,3/1990,1021.429529,331.9627785,36.11246266
124,MAM,4,1990,4/1990,1019.612979,324.7175602,36.30722083
125,MAM,5,1990,5/1990,1017.989389,327.1119393,32.00396086
126,JJA,6,1990,6/1990,1020.288841,321.7585799,33.07057725
127,JJA,7,1990,7/1990,1019.80734,323.3470407,33.96830642
128,JJA,8,1990,8/1990,1019.652751,325.6656994,36.03205717
129,SON,9,1990,9/1990,1018.029163,328.140391,36.86104727
130,SON,10,1990,10/1990,1017.074428,323.8774554,32.54388837
131,SON,11,1990,11/1990,1017.295139,328.7877525,31.32500452
132,DJF,12,1990,12/1990,1019.348963,328.7520559,34.76874648
133,DJF,1,1991,1/1991,1021.426819,333.7756112,32.46014091
134,DJF,2,1991,2/1991,1019.678749,329.3677659,31.32268106
135,MAM,3,1991,3/1991,1018.389622,320.8376582,28.04846246
136,MAM,4,1991,4/1991,1018.913501,323.4582029,34.16482897
137,MAM,5,1991,5/1991,1020.003672,328.9261534,36.33625577
138,JJA,6,1991,6/1991,1019.966761,324.6457237,31.94078413
139,JJA,7,1991,7/1991,1019.371102,322.0248554,32.36271098
140,JJA,8,1991,8/1991,1018.973582,323.2540186,34.06158685
141,SON,9,1991,9/1991,1018.492044,323.3092852,33.97047767
142,SON,10,1991,10/1991,1017.412808,324.8644026,37.19321423
143,SON,11,1991,11/1991,1018.733282,329.194855,33.05594342
144,DJF,12,1991,12/1991,1020.157938,340.6288698,35.25572786
145,DJF,1,1992,1/1992,1020.353315,344.7081355,34.40317568
146,DJF,2,1992,2/1992,1021.417107,338.11417,33.52841462
147,MAM,3,1992,3/1992,1020.507006,331.8319345,34.42951207
148,MAM,4,1992,4/1992,1018.47041,326.8473705,32.42666984
149,MAM,5,1992,5/1992,1018.670248,322.6156811,35.35345588
150,JJA,6,1992,6/1992,1019.626537,324.7166187,32.92780021
151,JJA,7,1992,7/1992,1019.871989,324.2339638,32.65408753
152,JJA,8,1992,8/1992,1019.918492,319.8446301,33.32715187
153,SON,9,1992,9/1992,1019.021271,325.2296854,35.34703502
154,SON,10,1992,10/1992,1017.288286,326.51058,34.48107898
155,SON,11,1992,11/1992,1019.55487,334.8210551,33.45573009
156,DJF,12,1992,12/1992,1018.594358,332.2793408,32.74950552
157,DJF,1,1993,1/1993,1022.626778,336.5505784,32.6466295
158,DJF,2,1993,2/1993,1020.877624,336.4876221,36.93259342
159,MAM,3,1993,3/1993,1018.846715,327.11515,33.67655336
160,MAM,4,1993,4/1993,1018.267752,323.1729991,33.39761168
161,MAM,5,1993,5/1993,1017.552221,318.1486432,31.15018617
162,JJA,6,1993,6/1993,1019.364835,325.4149112,32.45038744
163,JJA,7,1993,7/1993,1020.00799,327.490094,34.38249148
164,JJA,8,1993,8/1993,1019.469919,324.6595883,35.01909927
165,SON,9,1993,9/1993,1018.992682,319.7024379,32.7288312
166,SON,10,1993,10/1993,1017.025335,317.2402362,33.01373827
167,SON,11,1993,11/1993,1019.047436,324.569817,34.03635691
168,DJF,12,1993,12/1993,1020.866814,336.2611074,32.96761761
169,DJF,1,1994,1/1994,1021.916673,328.7488672,32.75259997
170,DJF,2,1994,2/1994,1019.725658,325.3984567,29.40726565
171,MAM,3,1994,3/1994,1020.623092,333.0305744,34.04429452
172,MAM,4,1994,4/1994,1019.395551,321.1959794,33.91010972
173,MAM,5,1994,5/1994,1019.453203,319.6976735,30.67482708
174,JJA,6,1994,6/1994,1020.307412,325.4007803,34.08377568
175,JJA,7,1994,7/1994,1020.332337,319.6288202,33.55364966
176,JJA,8,1994,8/1994,1019.105845,318.975667,33.49468086
177,SON,9,1994,9/1994,1017.822577,325.0678282,33.26174707
178,SON,10,1994,10/1994,1016.188046,330.2193935,32.34287811
179,SON,11,1994,11/1994,1018.518213,334.6623955,32.18264195
180,DJF,12,1994,12/1994,1020.704079,338.8807713,32.74009602
181,DJF,1,1995,1/1995,1021.617575,337.9774906,31.96106556
182,DJF,2,1995,2/1995,1021.060887,334.4184746,30.97295563
183,MAM,3,1995,3/1995,1017.879252,330.6585777,35.21135514
184,MAM,4,1995,4/1995,1017.27427,331.8555726,34.99233134
185,MAM,5,1995,5/1995,1017.368445,328.2084588,31.37469975
186,JJA,6,1995,6/1995,1018.905894,323.9103434,35.01421946
187,JJA,7,1995,7/1995,1018.451785,319.8845466,33.01250565
188,JJA,8,1995,8/1995,1017.660473,328.2819573,35.77237805
189,SON,9,1995,9/1995,1018.382271,324.98792,35.90316356
190,SON,10,1995,10/1995,1017.327025,333.9167812,35.57287574
191,SON,11,1995,11/1995,1017.115037,328.8344464,32.62896883
192,DJF,12,1995,12/1995,1016.891778,336.2642766,27.25613515
193,DJF,1,1996,1/1996,1017.407463,313.8344632,30.27519185
194,DJF,2,1996,2/1996,1019.430738,328.3707529,34.14599841
195,MAM,3,1996,3/1996,1017.536036,314.2774996,28.36730316
196,MAM,4,1996,4/1996,1017.424424,321.0201346,30.13360947
197,MAM,5,1996,5/1996,1018.123795,317.2260361,31.67423131
198,JJA,6,1996,6/1996,1020.276367,325.7867758,34.21141313
199,JJA,7,1996,7/1996,1021.125887,323.9200522,35.04961482
200,JJA,8,1996,8/1996,1019.418338,320.5979927,34.70172261
201,SON,9,1996,9/1996,1017.280711,325.8260939,33.2321758
202,SON,10,1996,10/1996,1017.514381,335.5329932,33.67992817
203,SON,11,1996,11/1996,1019.159647,331.2917827,34.57307255
204,DJF,12,1996,12/1996,1017.170086,318.2926594,31.6376001
205,DJF,1,1997,1/1997,1017.773697,331.5820115,30.74504327
206,DJF,2,1997,2/1997,1023.427239,333.0111081,32.72504268
207,MAM,3,1997,3/1997,1020.008873,334.5129484,34.00396803
208,MAM,4,1997,4/1997,1017.154528,334.2042531,33.69904602
209,MAM,5,1997,5/1997,1018.580119,319.9442647,30.68233596
210,JJA,6,1997,6/1997,1017.975682,321.4113946,30.61380174
211,JJA,7,1997,7/1997,1020.613763,324.8771389,33.83087264
212,JJA,8,1997,8/1997,1018.979719,321.1395877,33.02489645
213,SON,9,1997,9/1997,1017.506833,332.8306272,35.66406492
214,SON,10,1997,10/1997,1015.512262,337.04499,34.35104998
215,SON,11,1997,11/1997,1017.094616,325.346304,28.82321787
216,DJF,12,1997,12/1997,1018.286862,336.9336175,28.17136702
217,DJF,1,1998,1/1998,1018.836462,332.3260756,31.72697793
218,DJF,2,1998,2/1998,1019.176122,348.9025983,35.30603535
219,MAM,3,1998,3/1998,1019.428579,333.280736,35.00652969
220,MAM,4,1998,4/1998,1019.097271,324.7327086,31.63732773
221,MAM,5,1998,5/1998,1018.508278,326.7891274,34.10797055
222,JJA,6,1998,6/1998,1019.2936,327.1245849,32.45941671
223,JJA,7,1998,7/1998,1020.093737,322.1940874,34.28719729
224,JJA,8,1998,8/1998,1019.247469,324.0007469,35.89693912
225,SON,9,1998,9/1998,1017.079293,324.6996517,31.24189341
226,SON,10,1998,10/1998,1018.215275,334.2893322,33.92295694
227,SON,11,1998,11/1998,1018.229301,334.9394897,34.67024573
228,DJF,12,1998,12/1998,1020.810238,333.5766328,32.50941127
229,DJF,1,1999,1/1999,1020.416427,327.576725,33.05962548
230,DJF,2,1999,2/1999,1020.361172,336.4674048,34.97319752
231,MAM,3,1999,3/1999,1017.557206,323.1629574,32.4679455
232,MAM,4,1999,4/1999,1018.237069,329.3439875,31.72707414
233,MAM,5,1999,5/1999,1017.903044,321.1234978,33.46069431
234,JJA,6,1999,6/1999,1020.207733,324.4731102,35.08927923
235,JJA,7,1999,7/1999,1019.115723,321.4338419,32.72847346
236,JJA,8,1999,8/1999,1018.009944,318.8691264,32.60935829
237,SON,9,1999,9/1999,1017.2209,320.7897531,34.18372799
238,SON,10,1999,10/1999,1017.951819,325.7477893,33.50951017
239,SON,11,1999,11/1999,1018.889643,337.3465334,38.40511113
240,DJF,12,1999,12/1999,1019.57461,338.5237009,32.55175844
241,DJF,1,2000,1/2000,1021.273638,336.8350428,35.42793365
242,DJF,2,2000,2/2000,1022.980939,335.5089578,33.57954813
243,MAM,3,2000,3/2000,1018.221594,338.5580303,36.45139274
244,MAM,4,2000,4/2000,1019.001154,315.6897805,31.09175802
245,MAM,5,2000,5/2000,1018.232893,324.5100474,32.934513
246,JJA,6,2000,6/2000,1020.07112,324.9927301,33.65308704
247,JJA,7,2000,7/2000,1019.28471,320.7414387,34.70619502
248,JJA,8,2000,8/2000,1019.352919,324.797493,34.93077809
249,SON,9,2000,9/2000,1017.599536,324.043468,33.3796332
250,SON,10,2000,10/2000,1018.483909,329.0593098,34.16459693
251,SON,11,2000,11/2000,1017.403509,335.4036538,30.03756694
252,DJF,12,2000,12/2000,1018.919796,328.3849837,28.59598372
253,DJF,1,2001,1/2001,1019.862298,332.6842071,28.94499402
254,DJF,2,2001,2/2001,1019.543498,331.8300416,32.41753027
255,MAM,3,2001,3/2001,1016.993952,322.572059,26.53133902
256,MAM,4,2001,4/2001,1019.276725,325.885193,33.00076152
257,MAM,5,2001,5/2001,1017.353934,326.1441808,32.97578533
258,JJA,6,2001,6/2001,1019.080689,324.4334971,32.85413791
259,JJA,7,2001,7/2001,1020.332407,322.0766715,34.08614955
260,JJA,8,2001,8/2001,1019.284938,321.5227407,33.43319406
261,SON,9,2001,9/2001,1016.595675,325.1147372,35.31704528
262,SON,10,2001,10/2001,1018.291061,328.750008,33.17192688
263,SON,11,2001,11/2001,1019.178655,336.338786,39.43597392
264,DJF,12,2001,12/2001,1017.766434,342.9984336,35.44979951
265,DJF,1,2002,1/2002,1021.769337,338.6999956,31.88245725
266,DJF,2,2002,2/2002,1019.964647,335.4443049,32.47867239
267,MAM,3,2002,3/2002,1019.224721,319.4478852,33.6822521
268,MAM,4,2002,4/2002,1019.118252,318.9984868,33.21166347
269,MAM,5,2002,5/2002,1019.733142,320.7426272,32.10739183
270,JJA,6,2002,6/2002,1019.963395,324.3989276,33.05084869
271,JJA,7,2002,7/2002,1020.708572,322.7150686,33.95200266
272,JJA,8,2002,8/2002,1019.216828,323.0128539,34.83979109
273,SON,9,2002,9/2002,1016.925282,323.8998243,33.9425519
274,SON,10,2002,10/2002,1016.556514,328.6665669,32.61770961
275,SON,11,2002,11/2002,1018.558625,327.7305673,29.78780843
276,DJF,12,2002,12/2002,1018.347798,334.2885834,28.37757154
277,DJF,1,2003,1/2003,1020.903076,334.9623098,31.51006969
278,DJF,2,2003,2/2003,1019.672221,329.5642519,31.31768808
279,MAM,3,2003,3/2003,1017.926593,335.4432011,34.20370953
280,MAM,4,2003,4/2003,1017.846124,317.323767,31.58822374
281,MAM,5,2003,5/2003,1019.072608,326.2818605,33.74870915
282,JJA,6,2003,6/2003,1018.724137,320.7388312,30.90062632
283,JJA,7,2003,7/2003,1020.157145,320.7737321,33.29316183
284,JJA,8,2003,8/2003,1018.452184,321.507736,34.47611147
285,SON,9,2003,9/2003,1018.17466,327.3789099,37.46383441
286,SON,10,2003,10/2003,1017.578642,323.6994348,37.57169518
287,SON,11,2003,11/2003,1017.333047,329.7090366,32.84104291
288,DJF,12,2003,12/2003,1018.059846,337.7250639,33.11387122
289,DJF,1,2004,1/2004,1018.6813,335.8385736,30.03348099
290,DJF,2,2004,2/2004,1018.659371,334.1571432,32.58355953
291,MAM,3,2004,3/2004,1020.020938,328.1357288,34.19919905
292,MAM,4,2004,4/2004,1018.793207,321.8721607,33.74696649
293,MAM,5,2004,5/2004,1019.311512,321.7234798,33.56097531
294,JJA,6,2004,6/2004,1019.482098,325.5116577,32.08471313
295,JJA,7,2004,7/2004,1019.670564,322.4120194,34.90973064
296,JJA,8,2004,8/2004,1018.725304,318.3363612,32.5967343
297,SON,9,2004,9/2004,1018.662628,330.5329486,36.72838665
298,SON,10,2004,10/2004,1015.725814,329.2154727,33.85036692
299,SON,11,2004,11/2004,1017.891608,338.0533625,38.23170051
300,DJF,12,2004,12/2004,1019.884031,331.0859459,35.6828004
301,DJF,1,2005,1/2005,1021.346516,337.1343255,34.87650755
302,DJF,2,2005,2/2005,1018.73666,336.25696,37.87865645
303,MAM,3,2005,3/2005,1016.414897,336.9075818,31.31321128
304,MAM,4,2005,4/2005,1017.099637,326.0503583,33.23795791
305,MAM,5,2005,5/2005,1017.660436,328.2937336,35.88081078
306,JJA,6,2005,6/2005,1018.033802,326.7323028,33.98629862
307,JJA,7,2005,7/2005,1019.695754,323.6871098,34.56027561
308,JJA,8,2005,8/2005,1018.937571,326.1355014,36.17780328
309,SON,9,2005,9/2005,1018.387849,330.1517752,35.45962806
310,SON,10,2005,10/2005,1016.853979,332.3156281,32.5076832
311,SON,11,2005,11/2005,1018.172833,329.1486705,37.39402569
312,DJF,12,2005,12/2005,1017.883061,336.1891438,34.74452022
313,DJF,1,2006,1/2006,1020.12965,332.7314227,33.26837758
314,DJF,2,2006,2/2006,1018.062121,326.8145763,30.67196323
315,MAM,3,2006,3/2006,1017.460122,327.0276124,27.87625407
316,MAM,4,2006,4/2006,1017.854386,325.0788716,35.1588834
317,MAM,5,2006,5/2006,1017.716529,326.9912757,32.60783021
318,JJA,6,2006,6/2006,1020.219797,323.8510002,34.99446956
319,JJA,7,2006,7/2006,1020.374636,322.2375383,33.90279626
320,JJA,8,2006,8/2006,1018.094697,324.5081643,34.74894317
321,SON,9,2006,9/2006,1016.979405,323.9462914,32.66702343
322,SON,10,2006,10/2006,1016.021347,328.3362009,30.32172663
323,SON,11,2006,11/2006,1018.354301,332.0806713,35.38962348
324,DJF,12,2006,12/2006,1022.047487,334.8663438,32.99462869
325,DJF,1,2007,1/2007,1021.770548,338.1775308,33.27240749
326,DJF,2,2007,2/2007,1019.182651,332.6967693,29.04793846
327,MAM,3,2007,3/2007,1020.264997,328.349245,34.03883579
328,MAM,4,2007,4/2007,1017.67749,332.7529341,33.65435688
329,MAM,5,2007,5/2007,1019.573598,322.688998,33.52313292
330,JJA,6,2007,6/2007,1018.623227,319.9986296,30.56620318
331,JJA,7,2007,7/2007,1019.846864,320.7203373,33.51039038
332,JJA,8,2007,8/2007,1018.88606,323.9995921,35.64533563
333,SON,9,2007,9/2007,1018.374808,328.6148601,36.65176976
334,SON,10,2007,10/2007,1017.605434,333.0201535,36.24906689
335,SON,11,2007,11/2007,1018.073516,332.675152,37.5967757
336,DJF,12,2007,12/2007,1020.344202,334.8888341,33.65456482
337,DJF,1,2008,1/2008,1020.917301,334.7131148,32.56619066
338,DJF,2,2008,2/2008,1020.255084,333.7905558,33.10726885
339,MAM,3,2008,3/2008,1018.913521,323.0733206,33.0876363
340,MAM,4,2008,4/2008,1016.886381,311.9435275,31.44086692
341,MAM,5,2008,5/2008,1017.77737,322.9781662,29.17172515
342,JJA,6,2008,6/2008,1018.896549,325.1442252,32.95301646
343,JJA,7,2008,7/2008,1019.45645,321.295443,33.98843213
344,JJA,8,2008,8/2008,1018.114511,324.2832001,34.35038115
345,SON,9,2008,9/2008,1017.853478,322.6102396,37.19159641
346,SON,10,2008,10/2008,1018.511454,330.61528,35.59972115
347,SON,11,2008,11/2008,1018.516848,331.1709713,37.72224812
348,DJF,12,2008,12/2008,1019.179864,328.8270135,33.85324953
349,DJF,1,2009,1/2009,1020.218277,327.1305847,29.31741881
350,DJF,2,2009,2/2009,1018.689477,323.9015506,31.15132862
351,MAM,3,2009,3/2009,1018.066413,323.9790184,35.89962876
352,MAM,4,2009,4/2009,1020.07309,321.49688,32.36135457
353,MAM,5,2009,5/2009,1019.917852,322.9990751,34.91167072
354,JJA,6,2009,6/2009,1018.002177,323.0733687,31.74145579
355,JJA,7,2009,7/2009,1019.301849,321.1466593,33.11667828
356,JJA,8,2009,8/2009,1019.106679,321.9423219,34.2934582
357,SON,9,2009,9/2009,1018.72498,328.1838211,36.39251324
358,SON,10,2009,10/2009,1015.965115,331.5582631,33.0238172
359,SON,11,2009,11/2009,1018.453348,332.2825424,32.96704047
360,DJF,12,2009,12/2009,1016.646965,324.6720653,26.30190874
361,DJF,1,2010,1/2010,1017.038454,331.6418619,28.18644506
362,DJF,2,2010,2/2010,1015.121566,321.3426945,22.6523554
363,MAM,3,2010,3/2010,1016.68553,336.5515208,30.71181888
364,MAM,4,2010,4/2010,1016.024193,332.8084868,34.45839754
365,MAM,5,2010,5/2010,1018.444506,325.4134198,33.03586436
366,JJA,6,2010,6/2010,1019.800178,323.6367223,33.08611223
367,JJA,7,2010,7/2010,1019.613222,323.1075085,34.45427757
368,JJA,8,2010,8/2010,1017.490149,325.5676236,35.45402227
369,SON,9,2010,9/2010,1017.241204,326.8975214,35.90646252
370,SON,10,2010,10/2010,1016.374255,322.2901361,31.67004566
371,SON,11,2010,11/2010,1015.416544,326.972371,36.19645964
372,DJF,12,2010,12/2010,1014.988094,350.3615029,28.36056924
373,DJF,1,2011,1/2011,1017.995117,335.3785417,32.09088049
374,DJF,2,2011,2/2011,1019.927836,332.334576,31.05008594
375,MAM,3,2011,3/2011,1018.516263,328.6271567,35.65417371
376,MAM,4,2011,4/2011,1018.469568,320.0865403,34.14276686
377,MAM,5,2011,5/2011,1018.394536,327.9304013,38.40521478
378,JJA,6,2011,6/2011,1018.327712,328.4737784,34.30439607
379,JJA,7,2011,7/2011,1020.461946,323.2041104,34.30466529
380,JJA,8,2011,8/2011,1017.581811,324.2358416,33.40887591
381,SON,9,2011,9/2011,1017.78144,324.8423631,33.79523575
382,SON,10,2011,10/2011,1017.576463,335.2157431,35.79997428
383,SON,11,2011,11/2011,1017.851583,329.3703308,33.88223129
384,DJF,12,2011,12/2011,1021.606742,335.8133041,34.23322209
385,DJF,1,2012,1/2012,1022.031666,336.2639637,34.06439958
386,DJF,2,2012,2/2012,1022.098727,336.0423106,34.96990744
387,MAM,3,2012,3/2012,1020.550409,333.8370931,34.56212304
388,MAM,4,2012,4/2012,1019.461187,324.5197773,33.75648075
389,MAM,5,2012,5/2012,1017.812752,319.9296443,33.11575067
390,JJA,6,2012,6/2012,1018.040024,325.0813755,30.17031431
391,JJA,7,2012,7/2012,1019.721275,323.1190321,34.19509408
392,JJA,8,2012,8/2012,1018.068756,321.6592636,33.24137263
393,SON,9,2012,9/2012,1017.488465,324.3338239,37.51425053
394,SON,10,2012,10/2012,1015.101414,321.019646,29.94502025
395,SON,11,2012,11/2012,1017.292526,324.0182889,35.43436024
396,DJF,12,2012,12/2012,1018.687693,338.019861,31.11053358
397,DJF,1,2013,1/2013,1020.161379,333.3535538,30.30946031
398,DJF,2,2013,2/2013,1018.77638,331.6902594,31.98873843
399,MAM,3,2013,3/2013,1016.090743,316.0271788,23.75489783
400,MAM,4,2013,4/2013,1018.480378,315.2883175,33.26154696
401,MAM,5,2013,5/2013,1020.919413,321.097806,36.12771539
402,JJA,6,2013,6/2013,1021.012211,324.2304547,34.25840817
403,JJA,7,2013,7/2013,1019.30592,321.7744661,34.0784722
404,JJA,8,2013,8/2013,1019.096234,324.4181676,35.8299601
405,SON,9,2013,9/2013,1017.155224,329.6234631,34.92555686
406,SON,10,2013,10/2013,1017.338258,328.5006295,31.68967256
407,SON,11,2013,11/2013,1018.749243,330.7956056,36.81114867
408,DJF,12,2013,12/2013,1020.717103,332.6535579,32.62644915
409,DJF,1,2014,1/2014,1020.690092,324.7260902,30.69146542
410,DJF,2,2014,2/2014,1020.425824,327.2082595,29.78237126
411,MAM,3,2014,3/2014,1018.683025,328.8695685,32.47679994
412,MAM,4,2014,4/2014,1017.187703,317.6930899,30.69407504
413,MAM,5,2014,5/2014,1018.607026,323.7187354,33.63166255
414,JJA,6,2014,6/2014,1018.987875,323.6641544,32.86518923
