,Season,Month,Year,Date,Pressure,Longitude,Latitude,
53,DJF,2,1980,2/22/1980,1019.758209,332.187697,34.34864612,
54,DJF,2,1980,2/23/1980,1020.919448,334.2977014,35.39756364,
55,DJF,2,1980,2/24/1980,1021.638086,333.0540309,36.01555095,
56,DJF,2,1980,2/25/1980,1021.261336,334.6515578,35.89236362,
57,DJF,2,1980,2/26/1980,1021.580416,336.4406259,36.73909685,
58,DJF,2,1980,2/27/1980,1022.150261,336.5425876,37.32907999,
59,DJF,2,1980,2/28/1980,1022.52457,335.0792286,37.99042844,
60,DJF,2,1980,2/29/1980,1021.360314,335.6034381,37.62440319,
61,MAM,3,1980,3/1/1980,1019.588397,332.3683349,35.48114095,
62,MAM,3,1980,3/2/1980,1019.325037,326.4364999,34.42662523,
63,MAM,3,1980,3/3/1980,1019.956361,328.0923293,34.35209969,
64,MAM,3,1980,3/4/1980,1021.050793,328.7832687,32.42546769,
65,MAM,3,1980,3/5/1980,1022.82974,323.7335105,30.99373337,
66,MAM,3,1980,3/6/1980,1024.542047,323.1873727,32.65443829,
67,MAM,3,1980,3/7/1980,1023.007249,321.2399909,33.92021605,
68,MAM,3,1980,3/8/1980,1022.517653,319.9150402,35.44563813,
69,MAM,3,1980,3/9/1980,1021.597175,326.3951958,34.85735969,
70,MAM,3,1980,3/10/1980,1022.156759,330.8194896,34.82312096,
71,MAM,3,1980,3/11/1980,1022.735282,329.9443734,35.60243223,
72,MAM,3,1980,3/12/1980,1022.568881,330.126612,35.46781267,
73,MAM,3,1980,3/13/1980,1022.495157,326.6667143,35.03828555,
74,MAM,3,1980,3/14/1980,1022.542054,321.9819488,35.90962169,
75,MAM,3,1980,3/15/1980,1021.557045,321.6376626,34.90213868,
76,MAM,3,1980,3/16/1980,1021.49403,319.0471144,34.05120325,
77,MAM,3,1980,3/17/1980,1021.173544,311.891425,34.42739727,
78,MAM,3,1980,3/18/1980,1020.941278,311.196995,34.18614082,
79,MAM,3,1980,3/19/1980,1018.428751,311.8067192,32.02851743,
80,MAM,3,1980,3/20/1980,1018.847544,305.7113156,33.3274715,
81,MAM,3,1980,3/21/1980,1017.293786,306.38328,32.81158643,
82,MAM,3,1980,3/22/1980,1016.341639,318.1045708,31.69371161,
83,MAM,3,1980,3/23/1980,1017.055576,324.4573895,27.2385005,
84,MAM,3,1980,3/24/1980,1017.149114,324.9841117,26.45745019,
85,MAM,3,1980,3/25/1980,1017.257472,332.718716,27.8216895,
86,MAM,3,1980,3/26/1980,1017.295215,342.1520027,29.82429712,
87,MAM,3,1980,3/27/1980,1017.480532,336.3841467,31.73922361,
88,MAM,3,1980,3/28/1980,1018.281049,325.9136159,33.87694249,
89,MAM,3,1980,3/29/1980,1018.38033,327.0126763,34.30449411,
90,MAM,3,1980,3/30/1980,1018.215787,331.1836001,35.15411597,
91,MAM,3,1980,3/31/1980,1017.743101,334.789579,32.52145602,
92,MAM,4,1980,4/1/1980,1017.876101,338.1216231,33.54938206,
93,MAM,4,1980,4/2/1980,1018.754483,335.4852333,36.24861393,
94,MAM,4,1980,4/3/1980,1019.005129,331.0332931,36.80336805,
95,MAM,4,1980,4/4/1980,1018.872404,327.9989398,36.86117458,
96,MAM,4,1980,4/5/1980,1019.329645,330.8738319,39.04438792,
97,MAM,4,1980,4/6/1980,1019.851653,333.9713964,40.18684959,
98,MAM,4,1980,4/7/1980,1022.131715,325.1201858,41.12437243,
99,MAM,4,1980,4/8/1980,1022.8216,321.0630863,41.48572758,
100,MAM,4,1980,4/9/1980,1020.250106,321.6546957,42.56864551,
101,MAM,4,1980,4/10/1980,1019.073033,325.2204968,42.07946034,
102,MAM,4,1980,4/11/1980,1019.047201,320.8623171,40.23938232,
103,MAM,4,1980,4/12/1980,1019.794155,316.5599814,36.70170925,
104,MAM,4,1980,4/13/1980,1019.556596,317.789689,33.79258294,
105,MAM,4,1980,4/14/1980,1020.389308,321.3534935,32.07997097,
106,MAM,4,1980,4/15/1980,1020.780563,323.6667983,32.36480682,
107,MAM,4,1980,4/16/1980,1020.793924,329.4483015,35.28506692,
108,MAM,4,1980,4/17/1980,1020.543093,330.1478841,37.06620321,
109,MAM,4,1980,4/18/1980,1019.523683,324.9386999,37.36989653,
110,MAM,4,1980,4/19/1980,1019.499111,319.8358587,36.79368021,
111,MAM,4,1980,4/20/1980,1019.515096,319.3232783,37.01576903,
112,MAM,4,1980,4/21/1980,1019.326834,328.8663254,37.90504253,
113,MAM,4,1980,4/22/1980,1021.237625,334.2815221,38.77094902,
114,MAM,4,1980,4/23/1980,1020.967307,331.9051555,39.33409699,
115,MAM,4,1980,4/24/1980,1019.484166,329.0682295,41.57389899,
116,MAM,4,1980,4/25/1980,1018.328513,324.8409648,41.66365461,
117,MAM,4,1980,4/26/1980,1017.916189,326.5613551,38.37189223,
118,MAM,4,1980,4/27/1980,1019.591089,328.5753444,35.82470004,
119,MAM,4,1980,4/28/1980,1020.0944,325.2672821,35.38604995,
120,MAM,4,1980,4/29/1980,1019.522001,323.3903507,34.00647668,
121,MAM,4,1980,4/30/1980,1018.571075,323.9499099,30.6658783,
122,MAM,5,1980,5/1/1980,1017.77228,323.7480797,29.01468616,
123,MAM,5,1980,5/2/1980,1017.927511,320.8449978,29.73276799,
124,MAM,5,1980,5/3/1980,1018.050236,325.7191902,26.47560611,
125,MAM,5,1980,5/4/1980,1017.855374,330.2406445,26.16526245,
126,MAM,5,1980,5/5/1980,1017.512666,329.4623792,25.84765879,
127,MAM,5,1980,5/6/1980,1017.349307,327.0298267,25.93123521,
128,MAM,5,1980,5/7/1980,1016.964451,323.5142656,26.21389393,
129,MAM,5,1980,5/8/1980,1016.566702,324.1723866,29.12720883,
130,MAM,5,1980,5/9/1980,1017.556289,327.9008328,34.43614263,
131,MAM,5,1980,5/10/1980,1019.070906,328.6361184,34.25874005,
132,MAM,5,1980,5/11/1980,1020.217702,323.4546147,32.25699736,
133,MAM,5,1980,5/12/1980,1020.749605,323.0543416,31.1472993,
134,MAM,5,1980,5/13/1980,1019.303183,324.0885189,30.65845088,
135,MAM,5,1980,5/14/1980,1018.134288,327.1296214,31.51085001,
136,MAM,5,1980,5/15/1980,1019.176276,329.8497496,33.20544683,
137,MAM,5,1980,5/16/1980,1020.379111,327.0237959,33.82711773,
138,MAM,5,1980,5/17/1980,1021.931526,323.6315792,34.84598177,
139,MAM,5,1980,5/18/1980,1021.701333,319.171092,35.2609656,
140,MAM,5,1980,5/19/1980,1020.546994,321.1364788,35.85483128,
141,MAM,5,1980,5/20/1980,1019.50529,323.6858661,34.82520535,
142,MAM,5,1980,5/21/1980,1019.702204,320.80988,33.78961944,
143,MAM,5,1980,5/22/1980,1019.406843,323.5413052,33.64630434,
144,MAM,5,1980,5/23/1980,1018.708484,327.3325105,34.65003604,
145,MAM,5,1980,5/24/1980,1017.608997,333.7970418,36.12993463,
146,MAM,5,1980,5/25/1980,1018.527936,334.7562037,33.56561374,
147,MAM,5,1980,5/26/1980,1020.154143,331.98637,32.06721276,
148,MAM,5,1980,5/27/1980,1021.477019,328.0432917,30.90845189,
149,MAM,5,1980,5/28/1980,1020.183266,324.0214773,30.23224417,
150,MAM,5,1980,5/29/1980,1019.269448,320.8558043,31.0737099,
151,MAM,5,1980,5/30/1980,1019.502583,320.494016,32.79562086,
152,MAM,5,1980,5/31/1980,1019.567181,321.5021335,34.23201274,
153,JJA,6,1980,6/1/1980,1019.409242,326.8219037,34.77870958,
154,JJA,6,1980,6/2/1980,1020.106029,329.1690895,34.85241893,
155,JJA,6,1980,6/3/1980,1019.832987,331.3566184,33.50890151,
156,JJA,6,1980,6/4/1980,1019.643286,331.3127539,33.44336074,
157,JJA,6,1980,6/5/1980,1019.951161,331.5983756,34.95157879,
158,JJA,6,1980,6/6/1980,1020.462348,328.360404,35.89925981,
159,JJA,6,1980,6/7/1980,1021.244734,323.0562157,34.83338406,
160,JJA,6,1980,6/8/1980,1019.999891,320.6514322,33.22076186,
161,JJA,6,1980,6/9/1980,1019.835982,323.8329426,33.11091961,
162,JJA,6,1980,6/10/1980,1021.277733,322.1062198,33.90186675,
163,JJA,6,1980,6/11/1980,1023.096617,318.1877378,34.33530365,
164,JJA,6,1980,6/12/1980,1022.298546,315.9756956,34.73315416,
165,JJA,6,1980,6/13/1980,1021.158372,316.3194449,34.09646997,
166,JJA,6,1980,6/14/1980,1021.354759,323.020745,32.47417624,
167,JJA,6,1980,6/15/1980,1022.720536,328.0718597,32.54969249,
168,JJA,6,1980,6/16/1980,1023.10063,326.3502008,32.67239097,
169,JJA,6,1980,6/17/1980,1022.466047,324.1291808,33.06607499,
170,JJA,6,1980,6/18/1980,1022.357902,323.0085975,34.73074221,
171,JJA,6,1980,6/19/1980,1023.273156,323.6954886,35.43548083,
172,JJA,6,1980,6/20/1980,1023.869228,322.5471075,35.18454344,
173,JJA,6,1980,6/21/1980,1023.031829,320.9937604,34.60435314,
174,JJA,6,1980,6/22/1980,1022.484774,320.389639,33.98509648,
175,JJA,6,1980,6/23/1980,1021.752495,322.1508142,33.46058833,
176,JJA,6,1980,6/24/1980,1021.376782,324.3135081,33.38314688,
177,JJA,6,1980,6/25/1980,1021.993926,323.7396895,33.59170557,
178,JJA,6,1980,6/26/1980,1022.90319,322.9966356,33.87587489,
179,JJA,6,1980,6/27/1980,1023.065957,324.8503198,34.23560894,
180,JJA,6,1980,6/28/1980,1021.892132,327.1531251,33.92179505,
181,JJA,6,1980,6/29/1980,1021.193278,325.7195474,33.44814645,
182,JJA,6,1980,6/30/1980,1021.242482,323.3895123,33.97276856,
183,JJA,7,1980,7/1/1980,1022.028453,321.7553176,34.49685982,
184,JJA,7,1980,7/2/1980,1022.063957,320.5038132,34.58840039,
185,JJA,7,1980,7/3/1980,1021.69051,321.3599409,34.27095229,
186,JJA,7,1980,7/4/1980,1021.456033,322.2537349,33.40036857,
187,JJA,7,1980,7/5/1980,1021.155343,320.0433221,31.83883972,
188,JJA,7,1980,7/6/1980,1020.684451,323.1605613,31.85486948,
189,JJA,7,1980,7/7/1980,1020.56492,324.9470527,32.68883564,
190,JJA,7,1980,7/8/1980,1021.052447,322.0116765,33.47236151,
191,JJA,7,1980,7/9/1980,1021.744144,322.4320276,35.40287641,
192,JJA,7,1980,7/10/1980,1022.246301,327.056534,36.46169042,
193,JJA,7,1980,7/11/1980,1022.734856,331.8447931,36.8205374,
194,JJA,7,1980,7/12/1980,1023.122372,331.9486663,36.42410553,
195,JJA,7,1980,7/13/1980,1021.510381,328.6427239,34.83121086,
196,JJA,7,1980,7/14/1980,1019.963947,321.9979848,33.06977959,
197,JJA,7,1980,7/15/1980,1020.325991,318.6373905,33.53314648,
198,JJA,7,1980,7/16/1980,1020.820672,323.4756206,34.70873509,
199,JJA,7,1980,7/17/1980,1021.007855,327.1494761,35.01372565,
200,JJA,7,1980,7/18/1980,1021.258774,324.753907,33.88550005,
201,JJA,7,1980,7/19/1980,1020.746196,318.6243108,33.07933801,
202,JJA,7,1980,7/20/1980,1020.566877,315.3224808,33.1833794,
203,JJA,7,1980,7/21/1980,1019.738549,318.3812107,33.16924709,
204,JJA,7,1980,7/22/1980,1018.898454,318.8493786,31.72437428,
205,JJA,7,1980,7/23/1980,1018.404589,316.7372434,31.23214635,
206,JJA,7,1980,7/24/1980,1019.125246,320.1168517,32.78120935,
207,JJA,7,1980,7/25/1980,1020.099875,320.6350562,32.64646811,
208,JJA,7,1980,7/26/1980,1020.162221,321.2110971,33.69162022,
209,JJA,7,1980,7/27/1980,1020.359559,317.2024385,35.89621236,
210,JJA,7,1980,7/28/1980,1021.492219,315.7130259,35.9718025,
211,JJA,7,1980,7/29/1980,1021.519356,318.6785481,35.37070139,
212,JJA,7,1980,7/30/1980,1020.869494,321.5292592,35.13029694,
213,JJA,7,1980,7/31/1980,1020.044699,322.5651648,33.99789513,
214,JJA,8,1980,8/1/1980,1018.738052,321.2131733,32.06776512,
215,JJA,8,1980,8/2/1980,1018.463801,321.1658384,30.51747954,
216,JJA,8,1980,8/3/1980,1018.585358,324.4023537,31.23305819,
217,JJA,8,1980,8/4/1980,1019.028082,325.743488,33.19409377,
218,JJA,8,1980,8/5/1980,1019.831111,326.0948024,35.081391,
219,JJA,8,1980,8/6/1980,1020.018848,324.1675294,35.47295877,
220,JJA,8,1980,8/7/1980,1019.041474,318.7823694,34.01116499,
221,JJA,8,1980,8/8/1980,1018.500912,317.9222213,32.23691403,
222,JJA,8,1980,8/9/1980,1018.126341,323.8924432,32.71606424,
223,JJA,8,1980,8/10/1980,1018.855622,328.038066,33.10754958,
224,JJA,8,1980,8/11/1980,1019.675657,324.7259155,32.37024312,
225,JJA,8,1980,8/12/1980,1019.824906,321.5749543,32.13569977,
226,JJA,8,1980,8/13/1980,1019.241383,319.7589499,31.20151484,
227,JJA,8,1980,8/14/1980,1019.306117,318.2334361,29.8852606,
228,JJA,8,1980,8/15/1980,1018.708101,319.1822702,30.03205562,
229,JJA,8,1980,8/16/1980,1018.371969,326.6425543,32.25600302,
230,JJA,8,1980,8/17/1980,1019.476436,331.5598994,35.15621865,
231,JJA,8,1980,8/18/1980,1019.977357,329.9263597,36.66555534,
232,JJA,8,1980,8/19/1980,1020.276408,327.1353503,38.35188946,
233,JJA,8,1980,8/20/1980,1019.413389,328.5387185,39.30591633,
234,JJA,8,1980,8/21/1980,1019.282242,330.1185751,38.91521233,
235,JJA,8,1980,8/22/1980,1019.312505,330.5023413,37.31943566,
236,JJA,8,1980,8/23/1980,1018.662035,328.4990405,34.17341727,
237,JJA,8,1980,8/24/1980,1018.193798,324.8661099,30.69194211,
238,JJA,8,1980,8/25/1980,1017.872255,319.0740241,30.82791402,
239,JJA,8,1980,8/26/1980,1017.450185,319.8325174,31.32938958,
240,JJA,8,1980,8/27/1980,1018.643919,325.4607617,32.16349885,
241,JJA,8,1980,8/28/1980,1019.838477,323.9902574,33.08475166,
242,JJA,8,1980,8/29/1980,1019.90006,320.019253,33.20622822,
243,JJA,8,1980,8/30/1980,1019.149379,319.0632867,34.5320203,
244,JJA,8,1980,8/31/1980,1019.380836,322.3493022,36.26598458,
245,SON,9,1980,9/1/1980,1020.234759,324.5289624,36.8594804,
246,SON,9,1980,9/2/1980,1020.660547,324.6151467,36.43168386,
247,SON,9,1980,9/3/1980,1020.392952,326.5713753,36.0573651,
248,SON,9,1980,9/4/1980,1020.271752,325.9758763,35.64481724,
249,SON,9,1980,9/5/1980,1020.289973,322.8817171,35.87260212,
250,SON,9,1980,9/6/1980,1019.98227,325.4780931,35.94188046,
251,SON,9,1980,9/7/1980,1019.860801,329.2263644,35.95058926,
252,SON,9,1980,9/8/1980,1020.533563,332.8609774,36.54699394,
253,SON,9,1980,9/9/1980,1021.029752,333.1135517,36.67586419,
254,SON,9,1980,9/10/1980,1020.451075,332.1921313,35.47207374,
255,SON,9,1980,9/11/1980,1020.389163,333.0234709,34.96719298,
256,SON,9,1980,9/12/1980,1021.07014,330.7290984,34.89989958,
257,SON,9,1980,9/13/1980,1021.094819,326.8480054,34.97815655,
258,SON,9,1980,9/14/1980,1019.148285,326.5133001,35.33896225,
259,SON,9,1980,9/15/1980,1018.208453,335.6126838,35.06247723,
260,SON,9,1980,9/16/1980,1018.793501,335.1198131,35.05838057,
261,SON,9,1980,9/17/1980,1020.36586,326.6940039,36.10664099,
262,SON,9,1980,9/18/1980,1020.616359,322.2188617,36.18474063,
263,SON,9,1980,9/19/1980,1019.764767,318.6660572,35.42039026,
264,SON,9,1980,9/20/1980,1018.438746,315.4573719,34.21689549,
265,SON,9,1980,9/21/1980,1017.920143,319.4032569,33.01452586,
266,SON,9,1980,9/22/1980,1018.082339,327.252646,33.28100466,
267,SON,9,1980,9/23/1980,1018.533899,334.6116007,34.64715547,
268,SON,9,1980,9/24/1980,1018.836589,335.5952451,35.7229407,
269,SON,9,1980,9/25/1980,1019.860842,330.7024343,36.46988092,
270,SON,9,1980,9/26/1980,1020.961084,328.5138224,36.19868661,
271,SON,9,1980,9/27/1980,1020.539441,326.8881619,35.04129181,
272,SON,9,1980,9/28/1980,1020.97497,324.6944086,35.84852245,
273,SON,9,1980,9/29/1980,1021.105244,327.3804609,39.02625903,
274,SON,9,1980,9/30/1980,1021.236239,333.1317506,39.82928927,
275,SON,10,1980,10/1/1980,1020.418369,337.5377462,38.47195954,
276,SON,10,1980,10/2/1980,1018.994702,335.6735022,36.54270077,
277,SON,10,1980,10/3/1980,1017.997558,329.9668142,34.91350704,
278,SON,10,1980,10/4/1980,1018.570554,329.6574515,36.93904612,
279,SON,10,1980,10/5/1980,1019.277155,326.4030825,37.68551952,
280,SON,10,1980,10/6/1980,1019.306702,324.5050506,37.43621706,
281,SON,10,1980,10/7/1980,1018.435261,329.882315,37.22820069,
282,SON,10,1980,10/8/1980,1019.050659,333.1376247,36.24723052,
283,SON,10,1980,10/9/1980,1019.798256,334.0793739,34.6174509,
284,SON,10,1980,10/10/1980,1018.643252,334.2680338,33.230774,
285,SON,10,1980,10/11/1980,1018.587836,331.3050667,34.4195352,
286,SON,10,1980,10/12/1980,1019.632941,330.5757502,36.30205034,
287,SON,10,1980,10/13/1980,1018.952315,331.4336828,35.53603037,
288,SON,10,1980,10/14/1980,1017.107417,329.5195885,33.22241987,
289,SON,10,1980,10/15/1980,1017.264061,316.4770239,33.09908283,
290,SON,10,1980,10/16/1980,1018.975866,312.6079548,35.43895279,
291,SON,10,1980,10/17/1980,1019.16224,316.5335962,36.49236063,
292,SON,10,1980,10/18/1980,1018.626714,323.3470676,34.79979264,
293,SON,10,1980,10/19/1980,1018.743439,338.940001,34.8247253,
294,SON,10,1980,10/20/1980,1019.515543,342.6405445,33.86926887,
295,SON,10,1980,10/21/1980,1019.512836,336.7142553,32.02858956,
296,SON,10,1980,10/22/1980,1019.252203,326.048481,30.91226836,
297,SON,10,1980,10/23/1980,1019.610451,321.5734951,31.56355126,
298,SON,10,1980,10/24/1980,1019.931299,320.1639153,32.54693911,
299,SON,10,1980,10/25/1980,1020.114966,322.3342407,33.69035875,
300,SON,10,1980,10/26/1980,1019.560119,328.7259989,33.32599713,
301,SON,10,1980,10/27/1980,1019.308497,331.8552018,32.40865486,
302,SON,10,1980,10/28/1980,1019.846723,330.2111487,32.6838434,
303,SON,10,1980,10/29/1980,1020.220293,331.0215527,33.49849609,
304,SON,10,1980,10/30/1980,1018.890175,326.9649246,32.81146595,
305,SON,10,1980,10/31/1980,1017.820824,332.303006,32.23435702,
306,SON,11,1980,11/1/1980,1017.90877,338.2920765,31.89367608,
307,SON,11,1980,11/2/1980,1018.644186,332.5396215,33.70513435,
308,SON,11,1980,11/3/1980,1019.738187,322.088911,34.6010295,
309,SON,11,1980,11/4/1980,1020.525466,317.279767,35.53536278,
310,SON,11,1980,11/5/1980,1019.508999,320.2706545,34.61343572,
311,SON,11,1980,11/6/1980,1018.162065,321.9665178,34.39608446,
312,SON,11,1980,11/7/1980,1016.453797,325.7725274,33.84719427,
313,SON,11,1980,11/8/1980,1015.961405,316.4080591,30.74551295,
314,SON,11,1980,11/9/1980,1015.970632,315.4193968,29.00608101,
315,SON,11,1980,11/10/1980,1015.459096,341.5769749,32.49960918,
316,SON,11,1980,11/11/1980,1015.709977,342.8406992,30.29883898,
317,SON,11,1980,11/12/1980,1017.671154,335.9746796,30.85601052,
318,SON,11,1980,11/13/1980,1019.617611,336.2373248,33.35257054,
319,SON,11,1980,11/14/1980,1019.409359,332.9326671,32.45936531,
320,SON,11,1980,11/15/1980,1018.973001,332.8677192,32.00453796,
321,SON,11,1980,11/16/1980,1018.601665,338.0406184,32.01677443,
322,SON,11,1980,11/17/1980,1019.494108,335.6865108,31.72180946,
323,SON,11,1980,11/18/1980,1019.729695,333.70321,31.96336549,
324,SON,11,1980,11/19/1980,1020.058479,340.9423043,32.38398629,
325,SON,11,1980,11/20/1980,1019.714146,337.1525695,32.29292682,
326,SON,11,1980,11/21/1980,1020.794506,331.4594752,33.58924012,
327,SON,11,1980,11/22/1980,1020.364321,335.7416494,34.12506765,
328,SON,11,1980,11/23/1980,1020.570375,337.4326166,36.00604592,
329,SON,11,1980,11/24/1980,1021.679784,335.4841637,37.887362,
330,SON,11,1980,11/25/1980,1021.302256,335.0462809,37.78827942,
331,SON,11,1980,11/26/1980,1020.363635,334.8730468,36.64145167,
332,SON,11,1980,11/27/1980,1019.563592,332.5975886,36.22835336,
333,SON,11,1980,11/28/1980,1018.665442,332.5275554,35.55705195,
334,SON,11,1980,11/29/1980,1019.211843,341.5076732,35.56032763,
335,SON,11,1980,11/30/1980,1019.400391,344.1050209,38.90585219,
336,DJF,12,1980,12/1/1980,1021.029495,338.0882003,40.75593205,
337,DJF,12,1980,12/2/1980,1020.601664,326.9918543,38.97789078,
338,DJF,12,1980,12/3/1980,1019.569707,325.1027919,36.75212251,
339,DJF,12,1980,12/4/1980,1018.377281,337.6405246,35.29239465,
340,DJF,12,1980,12/5/1980,1019.475432,340.4914492,34.0334207,
341,DJF,12,1980,12/6/1980,1019.635649,338.1605437,32.88781165,
342,DJF,12,1980,12/7/1980,1018.773952,335.4418891,34.27831458,
343,DJF,12,1980,12/8/1980,1020.046809,343.0545365,36.8492359,
344,DJF,12,1980,12/9/1980,1021.880444,346.0856842,36.0252619,
345,DJF,12,1980,12/10/1980,1022.893376,344.6827809,34.62602407,
346,DJF,12,1980,12/11/1980,1021.982889,345.6065563,34.23706937,
347,DJF,12,1980,12/12/1980,1021.303442,341.5559547,33.82108053,
348,DJF,12,1980,12/13/1980,1022.294597,338.2779371,33.05980404,
349,DJF,12,1980,12/14/1980,1023.959802,337.3051431,33.52266503,
350,DJF,12,1980,12/15/1980,1024.006495,335.7376736,34.32456501,
351,DJF,12,1980,12/16/1980,1025.26019,332.5740316,36.40380486,
352,DJF,12,1980,12/17/1980,1026.506464,335.0569981,35.96720259,
353,DJF,12,1980,12/18/1980,1025.419992,335.1278885,33.92209069,
354,DJF,12,1980,12/19/1980,1023.181452,331.1109557,31.69314886,
355,DJF,12,1980,12/20/1980,1021.072147,327.9509731,31.58531427,
356,DJF,12,1980,12/21/1980,1021.039995,328.5021869,32.97804713,
357,DJF,12,1980,12/22/1980,1022.801353,328.5384745,35.19090873,
358,DJF,12,1980,12/23/1980,1024.13463,328.4960037,36.02141039,
359,DJF,12,1980,12/24/1980,1024.31504,332.9810101,35.33227327,
360,DJF,12,1980,12/25/1980,1024.538279,337.6717773,36.02162752,
361,DJF,12,1980,12/26/1980,1025.153561,338.3561652,37.21119238,
362,DJF,12,1980,12/27/1980,1025.648515,330.3738718,38.67251065,
363,DJF,12,1980,12/28/1980,1024.983372,328.0308203,40.06142135,
364,DJF,12,1980,12/29/1980,1022.375672,333.7884638,40.04301438,
365,DJF,12,1980,12/30/1980,1023.61613,340.4218619,38.87163456,
366,DJF,12,1980,12/31/1980,1025.919998,342.5436307,37.13789439,
367,DJF,1,1981,1/1/1981,1026.713358,340.8092836,36.09468676,
368,DJF,1,1981,1/2/1981,1026.304381,339.8555495,35.19961928,
369,DJF,1,1981,1/3/1981,1024.847526,338.6777771,33.68068546,
370,DJF,1,1981,1/4/1981,1023.758597,336.3871546,34.10594937,
371,DJF,1,1981,1/5/1981,1023.662079,340.0542272,35.81693505,
372,DJF,1,1981,1/6/1981,1022.895359,339.94866,36.12379447,
373,DJF,1,1981,1/7/1981,1022.591807,337.6833131,37.07063259,
374,DJF,1,1981,1/8/1981,1023.203634,340.6457359,38.41190337,
375,DJF,1,1981,1/9/1981,1022.800696,340.8696244,37.93283343,
376,DJF,1,1981,1/10/1981,1023.229562,334.1667211,38.33607929,
377,DJF,1,1981,1/11/1981,1022.20272,335.2932245,39.44275103,
378,DJF,1,1981,1/12/1981,1022.837425,332.8731485,39.26616063,
379,DJF,1,1981,1/13/1981,1025.773677,331.9940461,37.67520646,
380,DJF,1,1981,1/14/1981,1025.658042,331.8827353,35.27437454,
