"","Season","Month","Year","Pressure","Longitude","Latitude"
"51","JJA","7","1992","1019.53901307804","322.603139780043","32.7585834010887"
"52","SON","10","1992","1018.012905576","328.288636385936","34.0006146474739"
"53","DJF","1","1993","1020.45908972252","335.64958901802","33.8875091470881"
"54","MAM","4","1993","1017.60815484855","322.103212595362","32.4713561431007"
"55","JJA","7","1993","1019.56737021641","326.056182081535","33.8706459687641"
"56","SON","10","1993","1018.07852114641","320.225608292575","33.0533805555844"
"57","DJF","1","1994","1020.55547682012","330.559500689809","31.6494482747234"
"58","MAM","4","1994","1019.23571024093","325.099446938218","32.7106595604245"
"59","JJA","7","1994","1019.78090393931","321.458832529804","33.6946589496351"
"60","SON","10","1994","1017.25236318724","329.41694049708","32.4171274659872"
"61","DJF","1","1995","1021.00249325469","337.547146872593","31.8190809386473"
"62","MAM","4","1995","1017.47959011061","330.785540888541","33.5744653185077"
"63","JJA","7","1995","1018.2289106496","323.699714283121","34.4772808346161"
"64","SON","10","1995","1017.21087878569","328.052367004265","34.5196675606994"
"65","DJF","1","1996","1017.06447168725","324.748949342772","28.5151169047382"
"66","MAM","4","1996","1017.2870012938","316.693149492094","29.2271268868076"
"67","JJA","7","1996","1020.2291103927","323.612247689359","34.6178431159009"
"68","SON","10","1996","1017.63659451193","330.574663335087","33.8134902214082"
"69","DJF","1","1997","1018.63218928656","329.689277993786","31.1059786740349"
"70","MAM","4","1997","1018.26200191919","329.782378404091","32.5623963815625"
"71","JJA","7","1997","1018.87913693459","321.945797783413","32.5242776450252"
"72","SON","10","1997","1016.08441496993","328.534260919297","30.4770149195273"
"73","DJF","1","1998","1018.47794155897","340.901681170022","31.1101018822528"
"74","MAM","4","1998","1018.26304933598","326.747339616437","33.1304137701739"
"75","JJA","7","1998","1019.28546650177","324.405609530742","34.1967890444787"
"76","SON","10","1998","1017.59258108544","331.807276601429","33.487681847953"
"77","DJF","1","1999","1020.26916668904","332.549204781863","33.1924302855136"
"78","MAM","4","1999","1017.60270674948","325.365749086165","31.6817976202168"
"79","JJA","7","1999","1018.81209062092","321.941392850474","33.5334204741932"
"80","SON","10","1999","1017.47673434648","328.376454560345","35.4231180468746"
"81","DJF","1","2000","1020.96407679551","336.88458501864","33.8171660342048"
"82","MAM","4","2000","1017.50860920957","323.698440070915","32.590982854405"
"83","JJA","7","2000","1019.41890835635","323.482852729403","34.3773959104894"
"84","SON","10","2000","1017.41532345522","329.415718285055","32.317032354409"
"85","DJF","1","2001","1019.18680781391","330.680383130593","29.3722896075984"
"86","MAM","4","2001","1017.59904801331","323.353213311067","29.2384819963026"
"87","JJA","7","2001","1019.52662776253","322.58270409766","33.5006591932983"
"88","SON","10","2001","1017.54785053091","330.536739335166","36.1668496425145"
"89","DJF","1","2002","1019.52143849313","338.810437257246","32.4766968889373"
"90","MAM","4","2002","1019.18931472097","319.337084327447","32.8884034963729"
"91","JJA","7","2002","1019.87341534771","323.325930255139","33.8829121802039"
"92","SON","10","2002","1016.98484955218","325.503982517231","31.0725626069077"
"93","DJF","1","2003","1019.40668595207","333.07752160553","30.2844400941432"
"94","MAM","4","2003","1018.00079606436","326.360298795273","33.1345038149219"
"95","JJA","7","2003","1018.99644690901","320.920550925526","32.7692247016904"
"96","SON","10","2003","1017.19270409595","326.644020092313","35.5825642551282"
"97","DJF","1","2004","1018.28441956442","336.399202360845","31.4691404510145"
"98","MAM","4","2004","1019.02880058946","323.768103227174","33.8254811139645"
"99","JJA","7","2004","1018.946496761","322.023138651749","32.9877503685366"
"100","SON","10","2004","1016.98002050013","332.749501425174","36.4448362836653"
"101","DJF","1","2005","1019.73177415692","335.132901758141","35.7929364401938"
"102","MAM","4","2005","1016.69494273728","332.290540010075","31.4980745809952"
"103","JJA","7","2005","1018.8160866095","325.326741984772","34.884017987708"
"104","SON","10","2005","1017.35732336015","330.122874629291","34.9446809647873"
"105","DJF","1","2006","1018.63435997293","332.326455280001","32.9836914930658"
"106","MAM","4","2006","1017.2426992924","325.346436919999","29.9508827649363"
"107","JJA","7","2006","1019.48722236","323.086625844723","34.4526864408394"
"108","SON","10","2006","1016.83245013864","328.945553050818","33.2696723240237"
"109","DJF","1","2007","1020.83907221635","336.241267131091","31.8692227266778"
"110","MAM","4","2007","1018.88407928855","327.11399544664","33.4466206449797"
"111","JJA","7","2007","1018.83718412085","321.20413112583","33.2349249131388"
"112","SON","10","2007","1017.85953684522","331.375087494992","36.7905220624976"
"113","DJF","1","2008","1020.4186585269","334.52384180582","33.0361214660247"
"114","MAM","4","2008","1017.62642246913","320.411610831554","30.5065084972233"
"115","JJA","7","2008","1018.60356613046","323.272133762551","33.5972345105453"
"116","SON","10","2008","1018.17430028605","328.250005422947","36.944675962525"
"117","DJF","1","2009","1019.0530552328","326.736251379724","30.929880100308"
"118","MAM","4","2009","1019.03013302138","322.514277172659","34.1748138481711"
"119","JJA","7","2009","1018.67300919008","322.00122650793","33.0436341523435"
"120","SON","10","2009","1017.15959333615","329.202407654774","33.4365955626952"
"121","DJF","1","2010","1015.98123011181","325.959500110743","25.346403854283"
"122","MAM","4","2010","1016.69322414991","329.652643950921","32.0640120884097"
"123","JJA","7","2010","1018.82990487749","323.916916601375","34.1152253312691"
"124","SON","10","2010","1016.13863940257","324.537897329506","33.740067306938"
"125","DJF","1","2011","1017.00280273691","334.858818199662","30.3839987556651"
"126","MAM","4","2011","1018.1518807258","325.959972713015","35.9867772143891"
"127","JJA","7","2011","1018.62333200568","324.958987018951","34.0062616047479"
"128","SON","10","2011","1017.54932794433","329.513554979015","34.3522690052401"
"129","DJF","1","2012","1021.72341062368","336.283243214602","34.3202913093274"
"130","MAM","4","2012","1018.31460501639","325.620274027684","33.128543882827"
"131","JJA","7","2012","1018.30962573856","323.10087045788","32.5258524655946"
"132","SON","10","2012","1016.28226208157","322.55720936247","35.0826072016419"
"133","DJF","1","2013","1019.04956920223","334.38921124514","30.7329386666834"
"134","MAM","4","2013","1017.14555956147","315.583138941066","30.5040756358479"
"135","JJA","7","2013","1019.79589309998","323.526393571892","34.6479447018688"
"136","SON","10","2013","1017.40632370884","329.383953572277","34.0977055701"
"137","DJF","1","2014","1020.36547116658","327.982287463532","30.8298379688287"
"138","MAM","4","2014","1018.02334144843","324.049687019456","32.24971726818"
"139","JJA","7","2014","1019.15246150818","321.742434801046","33.2082525525199"
"140","SON","10","2014","1017.08589594872","321.33084954188","32.0967012263561"
"141","DJF","1","2015","1021.19891180876","334.336595141725","33.9636301242668"
"142","MAM","4","2015","1019.54475925495","328.150615851917","33.7093178305553"
"143","JJA","7","2015","1018.8800564799","323.217615086742","33.1404726471271"
"144","SON","10","2015","1017.76560021439","330.300534549336","34.7490524417517"
"145","DJF","1","2016","1021.13554069353","336.07561144551","31.2963658065181"
"146","MAM","4","2016","1018.12419900312","321.480485152942","31.3657433058245"
"147","JJA","7","2016","1019.40477094325","325.259526463539","34.033295820775"
"148","SON","10","2016","1017.47157550121","330.197374461526","35.9819984813857"
"149","DJF","12","2016","1021.06020375669","338.401142597513","33.7719777829054"
