,Season,Month,Year,Date,Pressure,Longitude,Latitude
141,SON,9,1991,9/1991,1009.218485,327.478865,63.36297282
142,SON,10,1991,10/1991,1010.905944,331.1518302,63.63642734
143,SON,11,1991,11/1991,1006.218393,340.152236,62.46486827
144,DJF,12,1991,12/1991,1004.503213,319.7341504,63.90810036
145,DJF,1,1992,1/1992,1004.743556,316.9255135,62.0640878
146,DJF,2,1992,2/1992,1004.037041,327.9481174,62.35204072
147,MAM,3,1992,3/1992,1006.502876,335.3614618,61.93440195
148,MAM,4,1992,4/1992,1009.59703,339.9790861,58.40643383
149,MAM,5,1992,5/1992,1011.089896,333.4003714,66.3495278
150,JJA,6,1992,6/1992,1012.074284,320.7061753,60.34663358
151,JJA,7,1992,7/1992,1010.531576,319.6775093,61.05373531
152,JJA,8,1992,8/1992,1008.679119,336.1567884,62.27148048
153,SON,9,1992,9/1992,1009.337527,313.1397976,61.36950742
154,SON,10,1992,10/1992,1010.948266,332.9050215,58.5847234
155,SON,11,1992,11/1992,1003.123872,334.9804804,61.78942296
156,DJF,12,1992,12/1992,1004.57255,330.8365739,63.81767883
157,DJF,1,1993,1/1993,999.1404062,331.712194,63.81712157
158,DJF,2,1993,2/1993,1008.402533,329.7014381,66.24374715
159,MAM,3,1993,3/1993,1005.818274,335.242617,64.06809277
160,MAM,4,1993,4/1993,1010.44023,339.0374784,57.85261471
161,MAM,5,1993,5/1993,1012.973931,325.7779106,47.42618064
162,JJA,6,1993,6/1993,1011.834585,316.9044122,56.63148514
163,JJA,7,1993,7/1993,1011.104219,334.7848968,59.07347251
164,JJA,8,1993,8/1993,1011.368763,316.2249624,64.53142623
165,SON,9,1993,9/1993,1009.493515,306.0275828,59.74319616
166,SON,10,1993,10/1993,1010.433196,299.060794,60.34593327
167,SON,11,1993,11/1993,1002.789872,316.5975295,63.34454489
168,DJF,12,1993,12/1993,1004.725066,344.0266704,61.54300116
169,DJF,1,1994,1/1994,1003.863461,339.0734126,60.9936859
170,DJF,2,1994,2/1994,1005.906063,323.9137552,56.53772452
171,MAM,3,1994,3/1994,1004.688728,337.5407964,62.29808366
172,MAM,4,1994,4/1994,1010.323575,342.2987074,60.67269081
173,MAM,5,1994,5/1994,1012.624179,322.3243944,51.17665959
174,JJA,6,1994,6/1994,1007.773146,322.5348483,64.35076809
175,JJA,7,1994,7/1994,1008.792058,313.7545041,63.52969357
176,JJA,8,1994,8/1994,1010.063181,313.5118898,62.93959112
177,SON,9,1994,9/1994,1011.291333,332.8497875,62.55695545
178,SON,10,1994,10/1994,1009.781608,329.7329053,59.09384556
179,SON,11,1994,11/1994,1005.571087,322.467165,59.79753326
180,DJF,12,1994,12/1994,1003.941193,338.1610432,62.75827324
181,DJF,1,1995,1/1995,1004.381155,340.8937609,61.72271191
182,DJF,2,1995,2/1995,1002.376809,336.4327768,60.90983165
183,MAM,3,1995,3/1995,1004.74284,351.0045153,63.47459178
184,MAM,4,1995,4/1995,1010.79052,323.3461236,51.76311105
185,MAM,5,1995,5/1995,1012.093086,316.4345614,47.53028278
186,JJA,6,1995,6/1995,1011.358682,308.2308308,62.9531993
187,JJA,7,1995,7/1995,1009.830021,310.7591262,61.46476537
188,JJA,8,1995,8/1995,1009.36484,312.8331066,63.28286145
189,SON,9,1995,9/1995,1009.650541,317.0327554,63.18649152
190,SON,10,1995,10/1995,1008.897525,330.9923386,59.78503719
191,SON,11,1995,11/1995,1010.345237,304.3562188,61.45878514
192,DJF,12,1995,12/1995,1007.615569,321.086068,50.44856991
193,DJF,1,1996,1/1996,1005.091183,324.6758393,56.78258649
194,DJF,2,1996,2/1996,1009.169079,318.4845321,60.84495538
195,MAM,3,1996,3/1996,1011.450646,317.6324858,53.99935321
196,MAM,4,1996,4/1996,1011.251436,322.9917806,51.30517885
197,MAM,5,1996,5/1996,1012.939668,347.9832795,52.09033564
198,JJA,6,1996,6/1996,1011.603688,324.7209015,63.37050747
199,JJA,7,1996,7/1996,1009.98499,319.8766616,63.74101225
200,JJA,8,1996,8/1996,1009.918827,308.8774222,63.97651372
201,SON,9,1996,9/1996,1010.592338,320.5973194,59.50357005
202,SON,10,1996,10/1996,1008.174002,336.9620193,61.34840865
203,SON,11,1996,11/1996,1008.193734,348.1057385,63.22574043
204,DJF,12,1996,12/1996,1011.093714,331.9956512,53.87731472
205,DJF,1,1997,1/1997,1007.551681,316.955139,59.76386349
206,DJF,2,1997,2/1997,1000.329991,333.6819554,62.73523929
207,MAM,3,1997,3/1997,1006.594736,325.9000671,61.64301333
208,MAM,4,1997,4/1997,1008.806907,322.4838802,52.26251995
209,MAM,5,1997,5/1997,1012.200014,302.3918635,48.59703646
210,JJA,6,1997,6/1997,1012.019052,324.8733362,52.99959116
211,JJA,7,1997,7/1997,1010.593848,306.7913152,60.67757277
212,JJA,8,1997,8/1997,1009.980037,318.6431146,64.71045421
213,SON,9,1997,9/1997,1008.893735,321.5117498,63.33657534
214,SON,10,1997,10/1997,1010.427228,326.4503239,58.06085482
215,SON,11,1997,11/1997,1007.111618,330.0017377,55.69800528
216,DJF,12,1997,12/1997,1004.735738,319.6757388,57.03736533
217,DJF,1,1998,1/1998,1007.486413,338.0705553,59.54953176
218,DJF,2,1998,2/1998,1006.298874,341.4205736,63.14230014
219,MAM,3,1998,3/1998,1009.462338,342.8586856,66.3267594
220,MAM,4,1998,4/1998,1009.518692,345.3687605,52.87681889
221,MAM,5,1998,5/1998,1012.694498,296.8443584,55.69493938
222,JJA,6,1998,6/1998,1011.35439,311.3638477,52.05696011
223,JJA,7,1998,7/1998,1009.840972,326.4731041,60.74823232
224,JJA,8,1998,8/1998,1008.967099,323.0330914,64.79169023
225,SON,9,1998,9/1998,1010.438544,317.8956358,54.62618564
226,SON,10,1998,10/1998,1007.61336,340.8984546,63.12990359
227,SON,11,1998,11/1998,1008.996231,325.4546401,59.96521986
228,DJF,12,1998,12/1998,1002.178537,322.7111081,61.5300342
229,DJF,1,1999,1/1999,1004.398616,335.2748945,62.22949252
230,DJF,2,1999,2/1999,1006.117241,346.0507962,64.1716421
231,MAM,3,1999,3/1999,1009.918476,348.2583663,59.51936244
232,MAM,4,1999,4/1999,1010.220226,328.4296373,53.89203951
233,MAM,5,1999,5/1999,1011.269727,328.5911771,60.69001506
234,JJA,6,1999,6/1999,1009.628434,312.476797,65.44734018
235,JJA,7,1999,7/1999,1009.584729,310.0905169,60.88494679
236,JJA,8,1999,8/1999,1010.898298,307.3557394,60.77875965
237,SON,9,1999,9/1999,1008.499569,333.552686,60.28390527
238,SON,10,1999,10/1999,1008.836912,332.7476908,60.66279104
239,SON,11,1999,11/1999,1006.909753,329.5094305,65.0744357
240,DJF,12,1999,12/1999,1004.211398,333.7942334,61.83711238
241,DJF,1,2000,1/2000,1006.089795,330.207313,65.06118597
242,DJF,2,2000,2/2000,1001.875959,330.5586371,63.56741484
243,MAM,3,2000,3/2000,1010.032117,350.9931858,64.96429163
244,MAM,4,2000,4/2000,1010.243687,353.5253413,51.75831258
245,MAM,5,2000,5/2000,1010.953012,322.1175677,61.61237778
246,JJA,6,2000,6/2000,1011.05994,311.7801062,59.83373368
247,JJA,7,2000,7/2000,1012.142597,337.3167072,61.94523918
248,JJA,8,2000,8/2000,1010.491964,315.8801587,65.39219891
249,SON,9,2000,9/2000,1007.223578,314.2514963,62.30391108
250,SON,10,2000,10/2000,1005.273181,332.8853504,61.92279134
251,SON,11,2000,11/2000,1007.999973,341.3155,56.94245301
252,DJF,12,2000,12/2000,1004.926442,336.3361198,54.62889306
253,DJF,1,2001,1/2001,1006.328849,324.7584661,58.871853
254,DJF,2,2001,2/2001,1010.286795,323.6677243,61.29198089
255,MAM,3,2001,3/2001,1006.196174,339.1507312,51.73674601
256,MAM,4,2001,4/2001,1010.992174,340.7964235,59.77325577
257,MAM,5,2001,5/2001,1012.697025,326.472165,62.27150222
258,JJA,6,2001,6/2001,1012.176558,316.5462566,61.58321723
259,JJA,7,2001,7/2001,1011.760086,323.0981856,60.95254871
260,JJA,8,2001,8/2001,1008.258342,314.4109357,62.51646484
261,SON,9,2001,9/2001,1011.023195,322.2418899,62.20389763
262,SON,10,2001,10/2001,1006.490761,326.629584,60.43992298
263,SON,11,2001,11/2001,1005.768309,331.6204533,66.56668007
264,DJF,12,2001,12/2001,1009.79529,309.761243,55.39370096
265,DJF,1,2002,1/2002,1003.144841,322.2706848,59.69486031
266,DJF,2,2002,2/2002,1003.200637,345.3411819,61.97021921
267,MAM,3,2002,3/2002,1007.656005,340.179647,62.32550927
268,MAM,4,2002,4/2002,1008.912151,332.5810505,60.17096492
269,MAM,5,2002,5/2002,1010.750442,327.0016226,57.40887927
270,JJA,6,2002,6/2002,1010.484665,323.9250748,62.28969314
271,JJA,7,2002,7/2002,1009.853924,316.0999813,64.00959023
272,JJA,8,2002,8/2002,1011.339741,311.8048758,62.33596686
273,SON,9,2002,9/2002,1009.806706,297.9295247,61.24254732
274,SON,10,2002,10/2002,1010.478312,333.3284151,55.39983105
275,SON,11,2002,11/2002,1006.365846,326.0535865,56.93628266
276,DJF,12,2002,12/2002,1006.365908,312.1360426,56.24069072
277,DJF,1,2003,1/2003,1006.13452,321.3095431,59.14172481
278,DJF,2,2003,2/2003,1004.268027,321.6503999,60.71785541
279,MAM,3,2003,3/2003,1006.773494,320.8982566,62.70681971
280,MAM,4,2003,4/2003,1011.200085,324.0116717,56.70331324
281,MAM,5,2003,5/2003,1011.185582,330.1593902,62.93761779
282,JJA,6,2003,6/2003,1010.033122,315.2860366,58.39078992
283,JJA,7,2003,7/2003,1011.424024,315.1996776,60.05997081
284,JJA,8,2003,8/2003,1011.397696,306.8968118,63.71826683
285,SON,9,2003,9/2003,1008.929939,320.5490895,65.13984396
286,SON,10,2003,10/2003,1010.479023,318.6946361,61.28878582
287,SON,11,2003,11/2003,1005.783777,324.0761369,60.94709553
288,DJF,12,2003,12/2003,1008.384132,328.634835,63.5719606
289,DJF,1,2004,1/2004,1003.900712,330.7123925,55.92521076
290,DJF,2,2004,2/2004,1009.048711,328.4525787,59.05753836
291,MAM,3,2004,3/2004,1007.983854,329.2851637,62.66356925
292,MAM,4,2004,4/2004,1011.043959,334.7312717,61.45735757
293,MAM,5,2004,5/2004,1012.113481,326.3276079,59.15593928
294,JJA,6,2004,6/2004,1011.869396,322.6008906,57.16497546
295,JJA,7,2004,7/2004,1009.80799,315.3013994,64.83219171
296,JJA,8,2004,8/2004,1011.1499,320.9418289,59.13509075
297,SON,9,2004,9/2004,1007.877836,329.5189498,63.96729501
298,SON,10,2004,10/2004,1009.278344,332.4189076,60.27742529
299,SON,11,2004,11/2004,1009.387788,325.7165164,64.2844154
300,DJF,12,2004,12/2004,1002.993039,336.071831,65.02264934
301,DJF,1,2005,1/2005,1003.993696,336.0609019,64.95457512
302,DJF,2,2005,2/2005,1011.560915,331.7740553,66.04583189
303,MAM,3,2005,3/2005,1008.638718,314.8154446,48.9465145
304,MAM,4,2005,4/2005,1011.120532,337.4853873,60.16647075
305,MAM,5,2005,5/2005,1011.739654,3.864740497,64.47578096
306,JJA,6,2005,6/2005,1011.274955,304.481704,60.73754826
307,JJA,7,2005,7/2005,1010.458333,306.9083254,63.42675703
308,JJA,8,2005,8/2005,1009.454809,321.1085702,63.7606965
309,SON,9,2005,9/2005,1009.149122,331.4754721,63.26333657
310,SON,10,2005,10/2005,1009.073171,334.2366811,58.12122065
311,SON,11,2005,11/2005,1007.731532,324.3972202,63.28917575
312,DJF,12,2005,12/2005,1009.000369,317.2738929,60.8796894
313,DJF,1,2006,1/2006,1006.23023,320.9527798,62.41294372
314,DJF,2,2006,2/2006,1009.444964,316.254258,56.18507665
315,MAM,3,2006,3/2006,1008.689697,328.6875655,49.7468095
316,MAM,4,2006,4/2006,1009.709152,339.4279425,64.22801245
317,MAM,5,2006,5/2006,1011.776699,321.9379694,51.54849754
318,JJA,6,2006,6/2006,1009.902363,313.6340614,65.49231873
319,JJA,7,2006,7/2006,1009.52308,305.1983356,62.39078902
320,JJA,8,2006,8/2006,1010.792563,323.872063,59.42746788
321,SON,9,2006,9/2006,1008.458818,324.6862281,60.08319694
322,SON,10,2006,10/2006,1009.501534,329.575042,54.37838746
323,SON,11,2006,11/2006,1004.869797,342.728363,62.7109488
324,DJF,12,2006,12/2006,1001.805079,327.1466105,62.66596165
325,DJF,1,2007,1/2007,1003.310724,331.0159269,61.85467729
326,DJF,2,2007,2/2007,1005.001069,322.9730368,54.39932017
327,MAM,3,2007,3/2007,1006.26238,331.33862,63.7909918
328,MAM,4,2007,4/2007,1009.822213,325.4150547,57.01132951
329,MAM,5,2007,5/2007,1010.185595,349.5246935,59.81196513
330,JJA,6,2007,6/2007,1012.486758,320.6008534,54.16167984
331,JJA,7,2007,7/2007,1010.120873,323.8182647,59.65657828
332,JJA,8,2007,8/2007,1010.363773,315.0039286,62.3911485
333,SON,9,2007,9/2007,1009.515879,326.0361427,63.85389078
334,SON,10,2007,10/2007,1007.91694,323.8686969,62.16209836
335,SON,11,2007,11/2007,1009.551155,328.934616,65.13340688
336,DJF,12,2007,12/2007,1004.488847,326.7162091,62.65749233
337,DJF,1,2008,1/2008,1005.375723,332.6507856,61.86451586
338,DJF,2,2008,2/2008,1006.001088,328.1371619,63.86937314
339,MAM,3,2008,3/2008,1007.018826,349.8914361,59.50561514
340,MAM,4,2008,4/2008,1011.795264,349.8230903,51.93594761
341,MAM,5,2008,5/2008,1010.93651,307.4895037,48.9403391
342,JJA,6,2008,6/2008,1011.80803,313.8859887,55.87158589
343,JJA,7,2008,7/2008,1011.18708,308.5399837,58.29718384
344,JJA,8,2008,8/2008,1009.76685,327.4905134,60.4057523
345,SON,9,2008,9/2008,1008.133494,312.1976518,65.53036556
346,SON,10,2008,10/2008,1005.899666,338.2858837,64.31650756
347,SON,11,2008,11/2008,1008.816818,345.4361979,64.09791693
348,DJF,12,2008,12/2008,1006.131703,318.5767158,63.82354299
349,DJF,1,2009,1/2009,1003.410468,326.0208849,59.68877832
350,DJF,2,2009,2/2009,1009.320496,327.5348818,57.15498808
351,MAM,3,2009,3/2009,1008.218301,346.5509358,62.13454341
352,MAM,4,2009,4/2009,1010.281196,329.8375506,58.67938091
353,MAM,5,2009,5/2009,1009.715805,315.7867312,63.33937321
354,JJA,6,2009,6/2009,1012.330603,291.2865184,47.58720446
355,JJA,7,2009,7/2009,1010.86013,334.6689383,55.99054086
356,JJA,8,2009,8/2009,1009.538498,322.0432841,60.2590139
357,SON,9,2009,9/2009,1007.126657,327.518279,66.01754582
358,SON,10,2009,10/2009,1010.138872,328.192673,54.72446497
359,SON,11,2009,11/2009,1004.461661,339.2497105,59.58284971
360,DJF,12,2009,12/2009,1007.925838,333.4699258,51.42269446
361,DJF,1,2010,1/2010,1007.946409,316.9742642,53.27907693
362,DJF,2,2010,2/2010,1004.965589,332.0617245,48.58573348
363,MAM,3,2010,3/2010,1010.51929,328.2025842,55.5779461
364,MAM,4,2010,4/2010,1011.919427,315.9287259,50.8247322
365,MAM,5,2010,5/2010,1010.871045,322.7302803,49.14273058
366,JJA,6,2010,6/2010,1011.418163,307.9196452,55.26612681
367,JJA,7,2010,7/2010,1009.981203,314.4492558,60.79201378
368,JJA,8,2010,8/2010,1010.549933,304.9929454,59.74101626
369,SON,9,2010,9/2010,1010.311151,312.8141546,58.45850916
370,SON,10,2010,10/2010,1008.403387,319.3982497,57.90985536
371,SON,11,2010,11/2010,1009.236198,336.681254,57.34404326
372,DJF,12,2010,12/2010,1010.190451,323.4286553,47.35551303
373,DJF,1,2011,1/2011,1008.892862,326.901191,57.85230944
374,DJF,2,2011,2/2011,1002.243799,320.5724189,59.84442765
375,MAM,3,2011,3/2011,1007.766173,340.9198294,66.1317914
376,MAM,4,2011,4/2011,1005.823601,319.1744622,63.46782549
377,MAM,5,2011,5/2011,1010.81515,343.0520213,59.59220547
378,JJA,6,2011,6/2011,1012.407267,323.0626384,53.80504287
379,JJA,7,2011,7/2011,1010.440228,307.3567871,57.72086402
380,JJA,8,2011,8/2011,1010.653311,308.0406394,56.5342665
381,SON,9,2011,9/2011,1005.339689,327.1077247,62.21509339
382,SON,10,2011,10/2011,1008.022494,335.0404956,62.38694558
383,SON,11,2011,11/2011,1004.455062,322.9432904,61.4032296
384,DJF,12,2011,12/2011,999.7125542,333.4986705,63.99108971
385,DJF,1,2012,1/2012,1006.498974,322.8849172,62.79525774
386,DJF,2,2012,2/2012,1007.808193,321.8067752,62.86732942
387,MAM,3,2012,3/2012,1007.611371,329.2286738,62.45870861
388,MAM,4,2012,4/2012,1009.544751,350.5321139,53.3398274
389,MAM,5,2012,5/2012,1012.858609,347.6593096,65.46149209
390,JJA,6,2012,6/2012,1011.40709,320.0499969,55.05738127
391,JJA,7,2012,7/2012,1010.716816,313.0793547,60.13679021
392,JJA,8,2012,8/2012,1011.009169,315.4132427,59.5636514
393,SON,9,2012,9/2012,1007.130902,328.345849,64.46819598
394,SON,10,2012,10/2012,1011.230345,340.2433933,55.98751941
395,SON,11,2012,11/2012,1007.160871,339.9768252,62.23673783
396,DJF,12,2012,12/2012,1007.031202,335.3470477,56.24275019
397,DJF,1,2013,1/2013,1005.009564,321.453403,59.125157
398,DJF,2,2013,2/2013,1009.148283,321.3847844,55.62479088
399,MAM,3,2013,3/2013,1006.915895,334.981738,46.06873623
400,MAM,4,2013,4/2013,1010.333573,349.21379,62.43948835
401,MAM,5,2013,5/2013,1011.048266,356.9555306,57.74562945
402,JJA,6,2013,6/2013,1010.954722,312.3903776,61.69346532
403,JJA,7,2013,7/2013,1009.936116,310.5950982,64.03716688
404,JJA,8,2013,8/2013,1008.528352,319.3058477,64.23016987
405,SON,9,2013,9/2013,1009.5449,315.0605722,63.50797424
406,SON,10,2013,10/2013,1008.412141,329.5823513,57.8809353
407,SON,11,2013,11/2013,1006.653165,334.4860517,64.13336255
408,DJF,12,2013,12/2013,1001.297603,334.7590349,62.27647218
409,DJF,1,2014,1/2014,1003.258885,325.0573885,58.62471734
410,DJF,2,2014,2/2014,1001.849058,337.4653896,59.17818254
411,MAM,3,2014,3/2014,1006.432237,331.0492787,62.67710161
412,MAM,4,2014,4/2014,1010.538029,336.2907929,59.92463532
413,MAM,5,2014,5/2014,1011.995938,328.7244186,57.29511688
414,JJA,6,2014,6/2014,1012.521716,287.684587,62.04157148
