,Season,Month,Year,Date,Pressure,Longitude,Latitude
137,SON,10,1983,10/1/1983,1008.715468,332.1647553,55.94819931
138,SON,10,1983,10/11/1983,1003.544418,345.2752385,62.17936111
139,SON,10,1983,10/21/1983,1006.936695,350.420027,66.55821897
140,SON,10,1983,10/31/1983,1004.457074,335.7801409,65.65031404
141,SON,11,1983,11/10/1983,1008.835182,317.292999,53.35031384
142,SON,11,1983,11/20/1983,1007.863647,327.185812,52.80371785
143,SON,11,1983,11/30/1983,1007.669777,323.4586946,57.07342673
144,DJF,12,1983,12/10/1983,1007.530755,338.7855475,62.63840744
145,DJF,12,1983,12/20/1983,1001.092421,340.1525435,53.68480649
146,DJF,12,1983,12/30/1983,996.0313733,330.3389324,64.99878868
147,DJF,1,1984,1/9/1984,999.8928994,345.263665,64.49985203
148,DJF,1,1984,1/19/1984,1003.83574,335.924099,62.06417044
149,DJF,1,1984,1/29/1984,1004.450998,321.3275034,59.78195743
150,DJF,2,1984,2/8/1984,1003.955937,340.1610624,64.91977345
151,DJF,2,1984,2/18/1984,1007.700323,324.4012215,61.40925162
152,DJF,2,1984,2/28/1984,1008.56562,328.6806535,56.83604329
153,MAM,3,1984,3/9/1984,1012.06382,304.2335281,62.68749506
154,MAM,3,1984,3/19/1984,1009.733353,344.468406,51.64121379
155,MAM,3,1984,3/29/1984,1007.071197,330.9326559,49.638996
156,MAM,4,1984,4/8/1984,1010.210264,338.1355256,58.43193649
157,MAM,4,1984,4/18/1984,1008.809036,328.5193429,58.04005176
158,MAM,4,1984,4/28/1984,1010.654809,304.2358949,51.25081976
159,MAM,5,1984,5/8/1984,1010.967719,308.2843359,48.71331048
160,MAM,5,1984,5/18/1984,1010.125217,349.8641523,55.85742029
161,MAM,5,1984,5/28/1984,1009.634712,338.0908705,60.00274393
162,JJA,6,1984,6/7/1984,1011.105563,300.1176294,51.66403923
163,JJA,6,1984,6/17/1984,1009.07552,323.3865257,65.516882
164,JJA,6,1984,6/27/1984,1010.462,322.328005,60.7793344
165,JJA,7,1984,7/7/1984,1009.452267,309.5702956,59.07133166
166,JJA,7,1984,7/17/1984,1009.619754,304.9659321,59.95174063
167,JJA,7,1984,7/27/1984,1009.123684,313.1332889,65.0621102
168,JJA,8,1984,8/6/1984,1007.518198,301.8917349,65.33560842
169,JJA,8,1984,8/16/1984,1007.105401,311.0318625,67.19219759
170,JJA,8,1984,8/26/1984,1008.571743,313.6030134,61.75887938
171,SON,9,1984,9/5/1984,1009.770966,340.7453091,65.24027133
172,SON,9,1984,9/15/1984,1009.29701,326.063035,60.47339948
173,SON,9,1984,9/25/1984,1006.840138,326.2936601,58.56693728
174,SON,10,1984,10/5/1984,1007.175441,334.3176629,62.40544075
175,SON,10,1984,10/15/1984,1006.198325,338.6753902,59.13251194
176,SON,10,1984,10/25/1984,1005.181033,325.8951571,60.66256294
177,SON,11,1984,11/4/1984,1007.182589,321.6345579,57.16775938
178,SON,11,1984,11/14/1984,1006.40308,333.3823782,53.3812004
179,SON,11,1984,11/24/1984,1001.030013,336.0417231,59.79231217
180,DJF,12,1984,12/4/1984,1005.086656,325.1594578,61.38187451
181,DJF,12,1984,12/14/1984,1002.89806,318.9998901,64.80728347
182,DJF,12,1984,12/24/1984,1002.504073,322.6444088,63.3314345
183,DJF,1,1985,1/3/1985,1007.40091,319.3942449,52.41780408
184,DJF,1,1985,1/13/1985,1003.917936,306.9996439,52.80024322
185,DJF,1,1985,1/23/1985,1001.755484,322.2428901,52.41439671
186,DJF,2,1985,2/2/1985,1003.880411,327.052722,51.86110048
187,DJF,2,1985,2/12/1985,1005.952209,331.2730639,49.81414461
188,DJF,2,1985,2/22/1985,1004.631174,323.4511317,63.82758801
189,MAM,3,1985,3/4/1985,1005.005056,318.605546,61.95605853
190,MAM,3,1985,3/14/1985,1009.10541,315.0330657,60.30870518
191,MAM,3,1985,3/24/1985,1005.626266,338.4287036,52.15571863
192,MAM,4,1985,4/3/1985,1004.250325,336.3429061,53.00013227
193,MAM,4,1985,4/13/1985,1007.829652,329.4337062,60.82757289
194,MAM,4,1985,4/23/1985,1010.662633,335.9474774,53.07451195
195,MAM,5,1985,5/3/1985,1009.464075,335.8903389,55.85028939
196,MAM,5,1985,5/13/1985,1010.580829,307.3481844,53.91002868
197,MAM,5,1985,5/23/1985,1011.261943,314.7993172,51.64824237
198,JJA,6,1985,6/2/1985,1011.72104,286.2439103,51.71453681
199,JJA,6,1985,6/12/1985,1009.009612,318.154675,57.00374121
200,JJA,6,1985,6/22/1985,1011.173506,317.8340955,56.52413905
201,JJA,7,1985,7/2/1985,1008.710829,304.881626,64.51275509
202,JJA,7,1985,7/12/1985,1009.027753,311.5726234,61.79154488
203,JJA,7,1985,7/22/1985,1010.086309,318.6166412,59.51308314
204,JJA,8,1985,8/1/1985,1007.352225,335.1730579,62.18832083
205,JJA,8,1985,8/11/1985,1009.712641,327.6172949,60.02422579
206,JJA,8,1985,8/21/1985,1008.411347,349.2964475,60.43936998
207,JJA,8,1985,8/31/1985,1009.992679,324.9059799,63.56100883
208,SON,9,1985,9/10/1985,1009.272017,332.081825,60.18443626
209,SON,9,1985,9/20/1985,1007.330584,322.3649101,61.56711758
210,SON,9,1985,9/30/1985,1006.74572,333.9903833,58.71008447
211,SON,10,1985,10/10/1985,1006.887449,321.9709006,62.1902487
212,SON,10,1985,10/20/1985,1007.114211,315.1140843,63.26692215
213,SON,10,1985,10/30/1985,1009.076657,329.9096035,56.54621437
214,SON,11,1985,11/9/1985,1005.377238,338.1515894,62.83976737
215,SON,11,1985,11/19/1985,1009.182234,316.7419497,58.08513928
216,SON,11,1985,11/29/1985,1004.536459,328.3104143,51.05258546
217,DJF,12,1985,12/9/1985,1006.337944,325.0242837,56.88576557
218,DJF,12,1985,12/19/1985,1004.525582,325.7802942,57.50561009
219,DJF,12,1985,12/29/1985,1004.317324,323.6096378,57.02065121
220,DJF,1,1986,1/8/1986,1004.445235,325.4847748,59.61374832
221,DJF,1,1986,1/18/1986,1002.379533,335.3816922,61.83119277
222,DJF,1,1986,1/28/1986,1007.417312,321.0416307,61.49415068
223,DJF,2,1986,2/7/1986,1005.41119,315.8234145,53.64390472
224,DJF,2,1986,2/17/1986,1005.6406,326.9123793,50.16080909
225,DJF,2,1986,2/27/1986,1008.555488,308.8243847,53.37085858
226,MAM,3,1986,3/9/1986,1000.770085,323.4230641,62.4932399
227,MAM,3,1986,3/19/1986,999.6195568,329.6499138,64.25649561
228,MAM,3,1986,3/29/1986,1005.943252,344.7427651,60.43544682
229,MAM,4,1986,4/8/1986,1011.423912,332.1647767,43.99976665
230,MAM,4,1986,4/18/1986,1008.167083,350.352105,55.45503733
231,MAM,4,1986,4/28/1986,1009.724323,336.187346,58.64058862
232,MAM,5,1986,5/8/1986,1009.416717,342.0835762,53.69012322
233,MAM,5,1986,5/18/1986,1006.744123,335.4010523,62.08394318
234,MAM,5,1986,5/28/1986,1008.629858,326.2985908,63.26003903
235,JJA,6,1986,6/7/1986,1008.445168,320.5428274,60.8350526
236,JJA,6,1986,6/17/1986,1008.337772,304.0909638,63.04610334
237,JJA,6,1986,6/27/1986,1009.76298,300.5554882,57.86088552
238,JJA,7,1986,7/7/1986,1009.918824,326.4987902,58.27417698
239,JJA,7,1986,7/17/1986,1010.275398,314.6452838,66.42090569
240,JJA,7,1986,7/27/1986,1010.421939,334.9979534,62.58789176
241,JJA,8,1986,8/6/1986,1010.681091,304.886509,63.62408587
242,JJA,8,1986,8/16/1986,1009.4834,292.1456492,62.72102337
243,JJA,8,1986,8/26/1986,1010.132993,311.501193,61.05423588
244,SON,9,1986,9/5/1986,1008.698418,335.3471886,64.68202379
245,SON,9,1986,9/15/1986,1011.204694,322.7528477,59.91813635
246,SON,9,1986,9/25/1986,1009.034274,327.015754,60.2905217
247,SON,10,1986,10/5/1986,1005.682673,322.3372065,60.98718522
248,SON,10,1986,10/15/1986,999.3221215,328.8997779,65.15471724
249,SON,10,1986,10/25/1986,1001.73423,337.6687102,62.7225797
250,SON,11,1986,11/4/1986,1005.340623,332.2338119,64.24805825
251,SON,11,1986,11/14/1986,1002.132098,331.273836,60.67646676
252,SON,11,1986,11/24/1986,1004.037134,341.5683993,61.7160753
253,DJF,12,1986,12/4/1986,1003.111402,334.155568,60.93400074
254,DJF,12,1986,12/14/1986,999.8552919,322.059223,62.15386
255,DJF,12,1986,12/24/1986,1007.912364,325.41439,63.20505719
256,DJF,1,1987,1/3/1987,1008.64881,319.4484225,57.8158755
257,DJF,1,1987,1/13/1987,1004.658196,310.7683847,56.4825719
258,DJF,1,1987,1/23/1987,1007.497731,308.6010061,55.3593088
259,DJF,2,1987,2/2/1987,1004.643326,327.5481695,58.54717665
260,DJF,2,1987,2/12/1987,1005.865664,328.7818593,52.72387315
261,DJF,2,1987,2/22/1987,1002.97524,321.8999443,49.40763704
262,MAM,3,1987,3/4/1987,1004.190704,322.2937434,57.2842536
263,MAM,3,1987,3/14/1987,1011.793763,326.8349961,52.29067295
264,MAM,3,1987,3/24/1987,1006.77741,351.0565,57.63293046
265,MAM,4,1987,4/3/1987,1010.399805,348.3613418,51.649891
266,MAM,4,1987,4/13/1987,1009.122227,325.3501861,63.62224331
267,MAM,4,1987,4/23/1987,1004.563607,321.6891985,65.02094773
268,MAM,5,1987,5/3/1987,1010.290544,303.6243023,60.37879463
269,MAM,5,1987,5/13/1987,1009.005175,326.2749075,62.52885178
270,MAM,5,1987,5/23/1987,1012.689099,326.0877135,52.95638628
271,JJA,6,1987,6/2/1987,1010.986279,311.8518684,58.3764641
272,JJA,6,1987,6/12/1987,1010.042058,313.5103892,57.08140224
273,JJA,6,1987,6/22/1987,1011.206125,314.9809624,54.20820936
274,JJA,7,1987,7/2/1987,1010.72216,306.8766257,59.89666618
275,JJA,7,1987,7/12/1987,1009.217661,312.2278627,60.20723823
276,JJA,7,1987,7/22/1987,1011.286513,312.3384297,61.01614534
277,JJA,8,1987,8/1/1987,1010.351562,325.0662892,61.71620114
278,JJA,8,1987,8/11/1987,1010.654708,316.8525823,54.93755501
279,JJA,8,1987,8/21/1987,1009.895063,300.9603986,58.81222944
280,JJA,8,1987,8/31/1987,1010.414784,323.6998679,62.13200958
281,SON,9,1987,9/10/1987,1006.502483,346.5002429,62.04364842
282,SON,9,1987,9/20/1987,1009.256043,324.1483832,58.3698545
283,SON,9,1987,9/30/1987,1006.203315,311.4946495,62.28109901
284,SON,10,1987,10/10/1987,1003.518334,341.1718935,59.44615763
285,SON,10,1987,10/20/1987,1008.21842,337.9357073,59.70946722
286,SON,10,1987,10/30/1987,1008.248688,312.7190809,64.28680685
287,SON,11,1987,11/9/1987,1005.091927,314.4072502,59.34067732
288,SON,11,1987,11/19/1987,1008.417513,326.3411366,62.58000243
289,SON,11,1987,11/29/1987,1010.397047,325.3340799,62.3224152
290,DJF,12,1987,12/9/1987,1005.321728,323.4505324,50.79698676
291,DJF,12,1987,12/19/1987,1004.25899,329.7261881,56.03478456
292,DJF,12,1987,12/29/1987,1000.41203,336.499423,58.02640613
293,DJF,1,1988,1/8/1988,1002.492674,333.5632415,60.10140179
294,DJF,1,1988,1/18/1988,1005.393645,328.0591599,62.88726124
295,DJF,1,1988,1/28/1988,1002.357396,344.4667008,56.47393886
296,DJF,2,1988,2/7/1988,1000.400379,344.9516265,61.0854765
297,DJF,2,1988,2/17/1988,1006.205338,301.8326559,59.22885377
298,DJF,2,1988,2/27/1988,1009.691161,333.6571795,55.14768608
299,MAM,3,1988,3/8/1988,1008.385889,327.8354303,57.99512423
300,MAM,3,1988,3/18/1988,1003.351297,329.2033262,55.01284865
301,MAM,3,1988,3/28/1988,1009.55268,355.4598734,58.90456099
302,MAM,4,1988,4/7/1988,1009.582147,326.4127129,49.01632402
303,MAM,4,1988,4/17/1988,1006.610106,320.3696305,49.21237851
304,MAM,4,1988,4/27/1988,1010.966569,319.3281355,54.00884508
305,MAM,5,1988,5/7/1988,1009.426541,318.1855205,63.8165363
306,MAM,5,1988,5/17/1988,1013.040736,309.9602462,54.25792453
307,MAM,5,1988,5/27/1988,1010.134249,333.5467388,54.63450961
308,JJA,6,1988,6/6/1988,1009.173674,309.8955245,54.99334284
309,JJA,6,1988,6/16/1988,1006.814284,311.8288038,65.51131402
310,JJA,6,1988,6/26/1988,1011.226889,322.6845624,60.9965238
311,JJA,7,1988,7/6/1988,1010.256738,336.4253844,60.52728377
312,JJA,7,1988,7/16/1988,1010.568478,316.0110989,60.76757358
313,JJA,7,1988,7/26/1988,1008.644685,331.5154686,63.21220089
314,JJA,8,1988,8/5/1988,1006.199571,308.6347653,63.5815025
315,JJA,8,1988,8/15/1988,1008.387419,321.8777886,57.95145637
316,JJA,8,1988,8/25/1988,1008.248202,332.0016705,61.27679303
317,SON,9,1988,9/4/1988,1006.941799,319.5779868,59.90742122
318,SON,9,1988,9/14/1988,1010.369899,333.5352624,63.98517785
319,SON,9,1988,9/24/1988,1006.566524,345.5456858,61.43596807
320,SON,10,1988,10/4/1988,1005.601556,340.3707805,63.30126052
321,SON,10,1988,10/14/1988,1007.281113,316.8741683,61.37475194
322,SON,10,1988,10/24/1988,1008.642948,309.6556959,52.30625159
323,SON,11,1988,11/3/1988,1008.920458,310.468504,59.61390459
324,SON,11,1988,11/13/1988,1008.198932,329.0529132,59.98065678
325,SON,11,1988,11/23/1988,1004.363403,316.6259375,54.17221977
326,DJF,12,1988,12/3/1988,1002.721272,322.6024444,62.21340084
327,DJF,12,1988,12/13/1988,1007.420274,323.2856136,62.02912098
328,DJF,12,1988,12/23/1988,1003.868298,339.9840315,61.67811514
329,DJF,1,1989,1/2/1989,1003.15138,322.4040712,60.19516579
330,DJF,1,1989,1/12/1989,998.4376396,328.1110188,63.93632952
331,DJF,1,1989,1/22/1989,1002.628176,329.338035,62.95910992
332,DJF,2,1989,2/1/1989,999.7898516,327.5232884,63.87188089
333,DJF,2,1989,2/11/1989,1003.580437,333.2858,65.26613011
334,DJF,2,1989,2/21/1989,1000.233995,339.6097466,61.44333957
335,MAM,3,1989,3/3/1989,1002.27681,342.3238199,58.07273276
336,MAM,3,1989,3/13/1989,1000.9588,330.4924916,64.02241036
337,MAM,3,1989,3/23/1989,1003.920294,342.5562009,62.48324832
338,MAM,4,1989,4/2/1989,1009.287029,326.2545619,59.38162539
339,MAM,4,1989,4/12/1989,1007.659261,338.7440269,58.81260927
340,MAM,4,1989,4/22/1989,1011.059664,324.4181058,49.82818473
341,MAM,5,1989,5/2/1989,1008.924629,322.0960944,65.55915463
342,MAM,5,1989,5/12/1989,1008.610039,345.6175605,64.40008002
343,MAM,5,1989,5/22/1989,1011.10554,299.8796195,57.52411069
344,JJA,6,1989,6/1/1989,1011.187232,311.132443,58.32293286
345,JJA,6,1989,6/11/1989,1009.423038,321.7603353,59.33159564
346,JJA,6,1989,6/21/1989,1009.778548,326.2871947,67.97629196
347,JJA,7,1989,7/1/1989,1009.467112,315.3194496,66.25245015
348,JJA,7,1989,7/11/1989,1009.135549,318.4431804,65.15710746
349,JJA,7,1989,7/21/1989,1008.719719,311.6590646,64.78107059
350,JJA,7,1989,7/31/1989,1008.00542,322.42631,63.08059921
351,JJA,8,1989,8/10/1989,1007.128248,332.3001917,61.18237923
352,JJA,8,1989,8/20/1989,1006.755722,327.1264413,63.04658909
353,JJA,8,1989,8/30/1989,1008.229727,317.0503241,62.30816665
354,SON,9,1989,9/9/1989,1007.821093,318.5943583,66.62962745
355,SON,9,1989,9/19/1989,1004.811639,330.0383489,61.70917177
356,SON,9,1989,9/29/1989,1005.933126,314.9523231,64.04798134
357,SON,10,1989,10/9/1989,1007.800433,314.2481454,60.89206815
358,SON,10,1989,10/19/1989,1003.724588,335.8423775,61.29100432
359,SON,10,1989,10/29/1989,1004.038093,335.8969073,62.43219416
360,SON,11,1989,11/8/1989,1006.081873,322.2117593,59.76802282
361,SON,11,1989,11/18/1989,1006.670472,307.7543708,55.4307904
362,SON,11,1989,11/28/1989,1006.165178,313.7839314,58.49223362
363,DJF,12,1989,12/8/1989,1003.080131,318.0795557,51.62442624
364,DJF,12,1989,12/18/1989,997.3620345,340.6336112,53.81720118
365,DJF,12,1989,12/28/1989,999.732913,320.1328112,60.71103499
366,DJF,1,1990,1/7/1990,1001.298941,318.7256529,61.50534461
367,DJF,1,1990,1/17/1990,1000.302677,333.7722921,62.53784726
368,DJF,1,1990,1/27/1990,998.3131054,338.150758,59.53517368
369,DJF,2,1990,2/6/1990,997.4774149,335.3339891,61.04570263
370,DJF,2,1990,2/16/1990,998.0485363,333.8871847,60.36579043
371,DJF,2,1990,2/26/1990,1000.159146,334.9267717,63.5249894
372,MAM,3,1990,3/8/1990,1003.648376,344.1726869,63.64557786
373,MAM,3,1990,3/18/1990,1002.15066,330.629404,63.61981428
374,MAM,3,1990,3/28/1990,1006.177024,325.2526954,67.64523714
375,MAM,4,1990,4/7/1990,1007.278106,332.2638177,62.52710539
376,MAM,4,1990,4/17/1990,1007.634183,329.9592295,65.84886177
377,MAM,4,1990,4/27/1990,1008.868383,330.1249768,62.75391681
378,MAM,5,1990,5/7/1990,1011.445759,305.8499418,61.86395891
379,MAM,5,1990,5/17/1990,1012.113235,311.3727673,43.4625469
380,MAM,5,1990,5/27/1990,1010.383535,310.6170384,55.38450307
381,JJA,6,1990,6/6/1990,1008.281766,314.4331763,60.50441973
382,JJA,6,1990,6/16/1990,1009.814262,307.0739355,60.25684055
383,JJA,6,1990,6/26/1990,1010.567438,325.5616528,57.60959353
384,JJA,7,1990,7/6/1990,1007.889626,328.4957203,61.76310647
385,JJA,7,1990,7/16/1990,1008.62244,308.1366147,60.97122564
386,JJA,7,1990,7/26/1990,1009.039363,303.2919168,63.16568186
387,JJA,8,1990,8/5/1990,1009.684173,316.015844,67.43148726
388,JJA,8,1990,8/15/1990,1009.319632,330.0033767,63.28399857
389,JJA,8,1990,8/25/1990,1008.446102,310.4945376,62.58683756
390,SON,9,1990,9/4/1990,1007.10859,313.5703125,64.16288349
391,SON,9,1990,9/14/1990,1008.504641,324.2962467,66.95976824
